n,factorization_str,sB,mB,kL,sigma,epsilon,kappa,fam_support,fam_E_part,fam_A_part,fam_B_part,fam_C_part,rho_E,rho_A,rho_B,rho_C,C_fam,K,K2,K3
950,2 * 5^2 * 19,2,475,50,0.10109400185071253,0.8989059981492874,0.5705600080942415,A·B,1,25,19,1,0.0,0.5222637374876672,0.4777362625123328,0.0,0.69215550469573,0.6221827348230389,3.883055298750631,3.78620663219637
951,3 * 317,3,317,3,0.16020561950700893,0.839794380492991,0.16020561950700893,A,1,317,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
952,2^3 * 7 * 17,8,119,56,0.3031890098193246,0.6968109901806754,0.5869087294960088,A·B,1,17,7,1,0.0,0.5928311641538279,0.40716883584617214,0.0,0.6758115214904612,0.47091289546527704,1.4699392827592097,1.8244761671373904
953,953,1,953,1,0.0,1.0,0.0,A,1,953,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
954,2 * 3^2 * 53,18,53,18,0.4212962325969853,0.5787037674030147,0.4212962325969853,A,1,53,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
955,5 * 191,1,955,5,0.0,1.0,0.2345534273555354,A·C,1,5,1,191,0.0,0.2345534273555354,0.0,0.7654465726444646,0.5447200300104249,0.5447200300104249,5.392378000138585,3.7377116073095364
956,2^2 * 239,4,239,4,0.20200251541489972,0.7979974845851003,0.20200251541489972,C,1,1,1,239,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
957,3 * 11 * 29,3,319,33,0.16005882249426606,0.8399411775057339,0.5094125460849378,A·C,1,29,1,11,0.0,0.5840735840239398,0.0,0.4159264159760602,0.6789430647399898,0.5702722372570588,2.8235248053482844,3.1683413219071226
958,2 * 479,2,479,2,0.10097050990471176,0.8990294900952882,0.10097050990471176,C,1,1,1,479,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
959,7 * 137,1,959,7,0.0,1.0,0.28341698518547337,A·B,1,137,7,1,0.0,0.7165830148145266,0.28341698518547337,0.0,0.5961516424081884,0.5961516424081884,5.905112731730285,4.093112240887484
960,2^6 * 3 * 5,192,5,960,0.7656249382710841,0.2343750617289158,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
961,31^2,1,961,1,0.0,1.0,0.0,B,1,1,961,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
962,2 * 13 * 37,2,481,26,0.10090926224398455,0.8990907377560154,0.47431790417994035,E,481,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,3^2 * 107,9,107,9,0.31982641846173526,0.6801735815382647,0.31982641846173526,C,1,1,1,107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
964,2^2 * 241,4,241,4,0.20175752317644993,0.79824247682355,0.20175752317644993,E,241,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,5 * 193,1,965,5,0.0,1.0,0.23419789164298502,E·A,193,5,1,1,0.7658021083570149,0.23419789164298502,0.0,0.0,0.5442991587412764,0.5442991587412764,5.396391486869226,3.7404935443210956
966,2 * 3 * 7 * 23,6,161,42,0.26068918367829697,0.739310816321703,0.5438062744377468,B·C,1,1,7,23,0.0,0.0,0.38294731323970577,0.6170526867602942,0.6654885616623426,0.4920028917753425,1.7378071046702455,2.189221050056799
967,967,1,967,1,0.0,1.0,0.0,B,1,1,967,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
968,2^3 * 11^2,8,121,968,0.3024540139565741,0.697545986043426,1.0,C,1,1,1,121,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
969,3 * 17 * 19,3,323,3,0.1597687626459774,0.8402312373540226,0.1597687626459774,A·B,1,17,19,1,0.0,0.49037449565257113,0.5096255043474288,0.0,0.6929618684449177,0.5822482081626287,2.8880538372032234,3.2423963248734906
970,2 * 5 * 97,2,485,10,0.10078774759060545,0.8992122524093945,0.33480965034164833,E·A,97,5,1,1,0.7397478714018934,0.2602521285981066,0.0,0.0,0.5733204705518576,0.5155367916773499,3.227252406227289,3.1481036843947052
971,971,1,971,1,0.0,1.0,0.0,C,1,1,1,971,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
972,2^2 * 3^5,972,1,972,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,7 * 139,1,973,7,0.0,1.0,0.2828199887988037,B,1,1,973,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
974,2 * 487,2,487,2,0.10072747434716509,0.8992725256528349,0.10072747434716509,B,1,1,487,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
975,3 * 5^2 * 13,3,325,975,0.15962546602095434,0.8403745339790456,1.0,E·A,13,25,1,1,0.44346937824084953,0.5565306217591505,0.0,0.0,0.6867420713019425,0.5771205481341745,2.8651895276792154,3.217532807083754
976,2^4 * 61,16,61,16,0.4027898296000692,0.5972101703999309,0.4027898296000692,E,61,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,977,1,977,1,0.0,1.0,0.0,A,1,977,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
978,2 * 3 * 163,6,163,6,0.26022176354288595,0.739778236457114,0.26022176354288595,B,1,1,163,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
979,11 * 89,1,979,11,0.0,1.0,0.3482007195014129,A·C,1,89,1,11,0.0,0.651799280498587,0.0,0.3482007195014129,0.6463256930206286,0.6463256930206286,6.421352435959436,4.45094233636702
980,2^2 * 5 * 7^2,4,245,980,0.20127532192249303,0.798724678077507,1.0,A·B,1,5,49,1,0.0,0.2925581477613893,0.7074418522386106,0.0,0.6044263432735723,0.48277023645274875,2.0660041359249477,2.4871925522107965
981,3^2 * 109,9,109,9,0.31896660595987314,0.6810333940401267,0.31896660595987314,E,109,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,2 * 491,2,491,2,0.10060788071992313,0.8993921192800769,0.10060788071992313,C,1,1,1,491,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
983,983,1,983,1,0.0,1.0,0.0,C,1,1,1,983,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
984,2^3 * 3 * 41,24,41,24,0.46114717743272904,0.5388528225672711,0.46114717743272904,A,1,41,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
985,5 * 197,1,985,5,0.0,1.0,0.23350088343783626,A,1,985,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
986,2 * 17 * 29,2,493,2,0.10054855433824417,0.8994514456617558,0.10054855433824417,A,1,493,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
987,3 * 7 * 47,3,329,21,0.15934225748073363,0.8406577425192663,0.44157623502075294,B·C,1,1,7,47,0.0,0.0,0.33572994485749474,0.6642700551425053,0.6381624647883999,0.536476217009547,2.668139324534448,2.9977333743010726
988,2^2 * 13 * 19,4,247,52,0.2010380149267388,0.7989619850732611,0.5730025425723119,E·B,13,1,19,1,0.4655597319958416,0.0,0.5344402680041583,0.0,0.69077303699139,0.5519013968697262,2.364637295949917,2.848122147262625
989,23 * 43,1,989,1,0.0,1.0,0.0,B·C,1,1,43,23,0.0,0.0,0.5453627397183188,0.45463726028168105,0.6890259596445427,0.6890259596445427,6.855688897677701,4.7520014302214175
990,2 * 3^2 * 5 * 11,18,55,990,0.4190338354173149,0.580966164582685,1.0,A·C,1,5,1,11,0.0,0.4016231838083946,0.0,0.5983768161916053,0.6736643248589924,0.39137617902951277,0.9168461033887394,0.7524570658400496
991,991,1,991,1,0.0,1.0,0.0,B,1,1,991,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
992,2^5 * 31,32,31,32,0.5023007226392215,0.4976992773607785,0.5023007226392215,B,1,1,31,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
993,3 * 331,3,331,3,0.159202313806015,0.840797686193985,0.159202313806015,B,1,1,331,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
994,2 * 7 * 71,2,497,14,0.10043082774745755,0.8995691722525424,0.3823758063506019,B·C,1,1,7,71,0.0,0.0,0.31342223288637994,0.6865777671136201,0.6218115375455369,0.5593624901269193,3.5140449000414438,3.429565996027696
995,5 * 199,1,995,5,0.0,1.0,0.23315919102275576,A·B,1,5,199,1,0.0,0.23315919102275576,0.7668408089772442,0.0,0.543065539643356,0.543065539643356,5.40814680447235,3.7486417095742874
996,2^2 * 3 * 83,12,83,12,0.3599359242269524,0.6400640757730477,0.3599359242269524,C,1,1,1,83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
997,997,1,997,1,0.0,1.0,0.0,E,997,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,2 * 499,2,499,2,0.10037242178020188,0.8996275782197981,0.10037242178020188,B,1,1,499,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999,3^3 * 37,27,37,27,0.4771903696643514,0.5228096303356485,0.4771903696643514,E,37,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,2^3 * 5^3,8,125,1000,0.3010299956639812,0.6989700043360189,1.0,A,1,125,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
