n,e,a1,a2,b1,b2,c1,c2,abc_block,P_A,P_B,P_C,R_A,R_B,R_C,logR_A,logR_B,logR_C,logR_sum,excA,excB,excC,exc_combo,sigA,sigB,sigC,Faktorisierung,theta_sum_mod_2pi,wedge_sum,wedge_norm_sum,shell,state_key
656307025,601,5,5,19,19,11,11,1092025,25,361,121,1.0,7.36734693877551,1.0,0.0,1.9970576602222543,0.0,1.9970576602222543,False,True,False,B,5·5,19·19,11·11,601 * 5 * 5 * 19 * 19 * 11 * 11,3.57969837319331,124.0,0.9996672212978369,S2,5·5 | 19·19 | 11·11
656423845,37,5,29,7,7,11,227,17741185,145,49,2497,5.8,1.0,20.636363636363637,1.7578579175523736,0.0,3.0270547446830323,4.784912662235406,True,False,True,A+C,5·29,7·7,11·227,37 * 5 * 29 * 7 * 7 * 11 * 227,3.7030863168568917,18.0,0.9069897483690588,S6,5·29 | 7·7 | 11·227
656711965,13,5,41,7,7,47,107,50516305,205,49,5029,8.2,1.0,41.56198347107438,2.1041341542702074,0.0,3.7271858905752238,5.831320044845431,True,False,True,A+C,5·41,7·7,47·107,13 * 5 * 41 * 7 * 7 * 47 * 107,2.9859978256127633,28.0,1.349343339587242,S9,5·41 | 7·7 | 47·107
656941285,13,5,17,7,7,11,1103,50533945,85,49,12133,3.4,1.0,100.27272727272727,1.2237754316221157,0.0,4.607893746455132,5.831669178077248,True,False,True,A+C,5·17,7·7,11·1103,13 * 5 * 17 * 7 * 7 * 11 * 1103,3.4157601047094523,12.0,1.0968325791855205,S9,5·17 | 7·7 | 11·1103
656967745,37,5,137,7,7,23,23,17755885,685,49,529,27.4,1.0,4.371900826446281,3.3105430133940246,0.0,1.4751978862615585,4.785740899655583,True,False,True,A+C,5·137,7·7,23·23,37 * 5 * 137 * 7 * 7 * 23 * 23,3.73482169038535,52.0,0.8833300453738411,S6,5·137 | 7·7 | 23·23
657112885,13,5,29,43,67,11,11,50547145,145,2881,121,5.8,58.795918367346935,1.0,1.7578579175523736,4.074072436973902,0.0,5.831930354526275,True,True,False,A+B,5·29,43·67,11·11,13 * 5 * 29 * 43 * 67 * 11 * 11,3.2802323907239512,18.0,1.2063660477453582,S9,5·29 | 43·67 | 11·11
657189925,229,5,5,7,31,23,23,2869825,25,217,529,1.0,4.428571428571429,4.371900826446281,0.0,1.488077055429833,1.4751978862615585,2.9632749416913917,False,True,True,B+C,5·5,7·31,23·23,229 * 5 * 5 * 7 * 31 * 23 * 23,3.6525422300864037,34.0,0.9310043668122271,S3,5·5 | 7·31 | 23·23
657361705,13,5,29,7,7,11,647,50566285,145,49,7117,5.8,1.0,58.81818181818182,1.7578579175523736,0.0,4.07445102170253,5.832308939254904,True,False,True,A+C,5·29,7·7,11·647,13 * 5 * 29 * 7 * 7 * 11 * 647,3.2802323907239512,18.0,1.2063660477453582,S9,5·29 | 7·7 | 11·647
657458725,97,5,5,7,7,11,503,6777925,25,49,5533,1.0,1.0,45.72727272727273,0.0,0.0,3.8226948973013686,3.8226948973013686,False,False,True,C,5·5,7·7,11·503,97 * 5 * 5 * 7 * 7 * 11 * 503,3.366869432803848,40.0,1.1711340206185568,S4,5·5 | 7·7 | 11·503
657498325,37,5,5,19,19,11,179,17770225,25,361,1969,1.0,7.36734693877551,16.272727272727273,0.0,1.9970576602222543,2.7894905330423847,4.786548193264639,False,True,True,B+C,5·5,19·19,11·179,37 * 5 * 5 * 19 * 19 * 11 * 179,3.6199450849684505,10.0,0.9621621621621622,S6,5·5 | 19·19 | 11·179
657555745,541,5,41,7,7,11,11,1215445,205,49,121,8.2,1.0,1.0,2.1041341542702074,0.0,0.0,2.1041341542702074,True,False,False,A,5·41,7·7,11·11,541 * 5 * 41 * 7 * 7 * 11 * 11,3.129581219259232,232.0,1.2759749335016455,S2,5·41 | 7·7 | 11·11
657620425,37,5,5,7,7,11,1319,17773525,25,49,14509,1.0,1.0,119.9090909090909,0.0,0.0,4.786733879918944,4.786733879918944,False,False,True,C,5·5,7·7,11·1319,37 * 5 * 5 * 7 * 7 * 11 * 1319,3.6199450849684505,10.0,0.9621621621621622,S6,5·5 | 7·7 | 11·1319
657888205,13,5,53,19,19,23,23,50606785,265,361,529,10.6,7.36734693877551,4.371900826446281,2.3608540011180215,1.9970576602222543,1.4751978862615585,5.833109547601834,True,True,True,A+B+C,5·53,19·19,23·23,13 * 5 * 53 * 19 * 19 * 23 * 23,3.382439108831205,22.0,1.125689404934688,S9,5·53 | 19·19 | 23·23
657943825,157,5,5,7,7,11,311,4190725,25,49,3421,1.0,1.0,28.272727272727273,0.0,0.0,3.3418976393808637,3.3418976393808637,False,False,True,C,5·5,7·7,11·311,157 * 5 * 5 * 7 * 7 * 11 * 311,3.2857470407029474,70.0,1.2203821656050957,S3,5·5 | 7·7 | 11·311
658252525,61,5,5,7,7,23,383,10791025,25,49,8809,1.0,1.0,72.80165289256199,0.0,0.0,4.287738659513055,4.287738659513055,False,False,True,C,5·5,7·7,23·383,61 * 5 * 5 * 7 * 7 * 23 * 383,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 7·7 | 23·383
658267225,4441,5,5,7,7,11,11,148225,25,49,121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,grundzustand,5·5,7·7,11·11,4441 * 5 * 5 * 7 * 7 * 11 * 11,3.3348681661223623,1744.0,1.191803647827066,S1,5·5 | 7·7 | 11·11
658278985,13,5,41,7,7,71,71,50636845,205,49,5041,8.2,1.0,41.66115702479339,2.1041341542702074,0.0,3.7295692084858896,5.833703362756097,True,False,True,A+C,5·41,7·7,71·71,13 * 5 * 41 * 7 * 7 * 71 * 71,2.9859978256127633,28.0,1.349343339587242,S9,5·41 | 7·7 | 71·71
658300825,13,5,5,7,547,23,23,50638525,25,3829,529,1.0,78.14285714285714,4.371900826446281,0.0,4.358538653366668,1.4751978862615585,5.833736539628227,False,True,True,B+C,5·5,7·547,23·23,13 * 5 * 5 * 7 * 547 * 23 * 23,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·547 | 23·23
658428925,373,5,5,7,7,11,131,1765225,25,49,1441,1.0,1.0,11.909090909090908,0.0,0.0,2.477302050402781,2.477302050402781,False,False,True,C,5·5,7·7,11·131,373 * 5 * 5 * 7 * 7 * 11 * 131,3.4142024735704153,130.0,1.1378016085790885,S2,5·5 | 7·7 | 11·131
658508305,13,5,53,7,7,47,83,50654485,265,49,3901,10.6,1.0,32.239669421487605,2.3608540011180215,0.0,3.4731976639099154,5.834051665027937,True,False,True,A+C,5·53,7·7,47·83,13 * 5 * 53 * 7 * 7 * 47 * 83,3.382439108831205,22.0,1.125689404934688,S9,5·53 | 7·7 | 47·83
658622965,13,5,1709,7,7,11,11,50663305,8545,49,121,341.8,1.0,1.0,5.83422577068149,0.0,0.0,5.83422577068149,True,False,False,A,5·1709,7·7,11·11,13 * 5 * 1709 * 7 * 7 * 11 * 11,3.099575355547964,778.0,1.31209434217041,S9,5·1709 | 7·7 | 11·11
658636825,61,5,5,7,79,11,71,10797325,25,553,781,1.0,11.285714285714286,6.454545454545454,0.0,2.423537703411708,1.8647846042429448,4.288322307654653,False,True,True,B+C,5·5,7·79,11·71,61 * 5 * 5 * 7 * 79 * 11 * 71,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 7·79 | 11·71
658914025,457,5,5,7,7,11,107,1441825,25,49,1177,1.0,1.0,9.727272727272727,0.0,0.0,2.2749335616635356,2.2749335616635356,False,False,True,C,5·5,7·7,11·107,457 * 5 * 5 * 7 * 7 * 11 * 107,3.5968722570783065,88.0,0.9838074398249453,S2,5·5 | 7·7 | 11·107
659075725,829,5,5,7,7,11,59,795025,25,49,649,1.0,1.0,5.363636363636363,0.0,0.0,1.6796421711073488,1.6796421711073488,False,False,True,C,5·5,7·7,11·59,829 * 5 * 5 * 7 * 7 * 11 * 59,3.430388110372137,274.0,1.1256936067551266,S1,5·5 | 7·7 | 11·59
659094325,61,5,5,19,43,23,23,10804825,25,817,529,1.0,16.6734693877551,4.371900826446281,0.0,2.813818796749376,1.4751978862615585,4.289016683010935,False,True,True,B+C,5·5,19·43,23·23,61 * 5 * 5 * 19 * 43 * 23 * 23,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 19·43 | 23·23
659103445,13,5,29,7,19,11,239,50700265,145,133,2629,5.8,2.7142857142857144,21.727272727272727,1.7578579175523736,0.9985288301111273,3.07856827913314,5.83495502679664,True,True,True,A+B+C,5·29,7·19,11·239,13 * 5 * 29 * 7 * 19 * 11 * 239,3.2802323907239512,18.0,1.2063660477453582,S9,5·29 | 7·19 | 11·239
659740165,97,5,17,7,7,23,71,6801445,85,49,1633,3.4,1.0,13.49586776859504,1.2237754316221157,0.0,2.602383547373724,3.8261589789958395,True,False,True,A+C,5·17,7·7,23·71,97 * 5 * 17 * 7 * 7 * 23 * 71,3.58553837867779,42.0,1.0064281382656155,S4,5·17 | 7·7 | 23·71
659755525,13,5,5,19,883,11,11,50750425,25,16777,121,1.0,342.38775510204084,1.0,0.0,5.835943881659774,0.0,5.835943881659774,False,True,False,B,5·5,19·883,11·11,13 * 5 * 5 * 19 * 883 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 19·883 | 11·11
659800141,13,17,29,7,7,11,191,50753857,493,49,2101,19.72,1.0,17.363636363636363,2.9816333491744893,0.0,2.854378155248259,5.836011504422748,True,False,True,A+C,17·29,7·7,11·191,13 * 17 * 29 * 7 * 7 * 11 * 191,3.498901336597893,20.0,1.041660165392417,S9,17·29 | 7·7 | 11·191
659884225,13,5,5,7,7,11,3767,50760325,25,49,41437,1.0,1.0,342.45454545454544,0.0,0.0,5.83613893489367,5.83613893489367,False,False,True,C,5·5,7·7,11·3767,13 * 5 * 5 * 7 * 7 * 11 * 3767,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·7 | 11·3767
659943025,397,5,5,7,7,23,59,1662325,25,49,1357,1.0,1.0,11.214876033057852,0.0,0.0,2.417241114238128,2.417241114238128,False,False,True,C,5·5,7·7,23·59,397 * 5 * 5 * 7 * 7 * 23 * 59,3.4792148909782252,118.0,1.087153652392947,S2,5·5 | 7·7 | 23·59
660227425,13,5,5,103,163,11,11,50786725,25,16789,121,1.0,342.6326530612245,1.0,0.0,5.836658890925771,0.0,5.836658890925771,False,True,False,B,5·5,103·163,11·11,13 * 5 * 5 * 103 * 163 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 103·163 | 11·11
660244585,13,5,53,7,19,11,131,50788045,265,133,1441,10.6,2.7142857142857144,11.909090909090908,2.3608540011180215,0.9985288301111273,2.477302050402781,5.83668488163193,True,True,True,A+B+C,5·53,7·19,11·131,13 * 5 * 53 * 7 * 19 * 11 * 131,3.382439108831205,22.0,1.125689404934688,S9,5·53 | 7·19 | 11·131
660304645,13,5,401,7,7,11,47,50792665,2005,49,517,80.2,1.0,4.2727272727272725,4.384523514872469,0.0,1.452252328911688,5.836775843784157,True,False,True,A+C,5·401,7·7,11·47,13 * 5 * 401 * 7 * 7 * 11 * 47,3.610780372114373,28.0,0.9114137732591598,S9,5·401 | 7·7 | 11·47
660307285,109,5,17,19,31,11,11,6057865,85,589,121,3.4,12.020408163265307,1.0,1.2237754316221157,2.48660588554096,0.0,3.7103813171630757,True,True,False,A+B,5·17,19·31,11·11,109 * 5 * 17 * 19 * 31 * 11 * 11,3.7123059137791525,36.0,0.910523475445224,S4,5·17 | 19·31 | 11·11
660561265,13,5,17,7,79,23,47,50812405,85,553,1081,3.4,11.285714285714286,8.933884297520661,1.2237754316221157,2.423537703411708,2.189851272042467,5.8371644070762905,True,True,True,A+B+C,5·17,7·79,23·47,13 * 5 * 17 * 7 * 79 * 23 * 47,3.4157601047094523,12.0,1.0968325791855205,S9,5·17 | 7·79 | 23·47
660686845,13,5,29,7,7,23,311,50822065,145,49,7153,5.8,1.0,59.11570247933884,1.7578579175523736,0.0,4.079496582511643,5.837354500064016,True,False,True,A+C,5·29,7·7,23·311,13 * 5 * 29 * 7 * 7 * 23 * 311,3.2802323907239512,18.0,1.2063660477453582,S9,5·29 | 7·7 | 23·311
660738925,109,5,5,7,67,11,47,6061825,25,469,517,1.0,9.571428571428571,4.2727272727272725,0.0,2.2587824703356527,1.452252328911688,3.711034799247341,False,True,True,B+C,5·5,7·67,11·47,109 * 5 * 5 * 7 * 67 * 11 * 47,3.4936369679052106,34.0,1.075229357798165,S4,5·5 | 7·67 | 11·47
661113145,769,5,29,7,7,11,11,859705,145,49,121,5.8,1.0,1.0,1.7578579175523736,0.0,0.0,1.7578579175523736,True,False,False,A,5·29,7·7,11·11,769 * 5 * 29 * 7 * 7 * 11 * 11,3.4207150191143487,312.0,1.1349446213174297,S1,5·29 | 7·7 | 11·11
661145485,13,5,113,7,7,11,167,50857345,565,49,1837,22.6,1.0,15.181818181818182,3.1179499062782403,0.0,2.7200985396183848,5.838048445896625,True,False,True,A+C,5·113,7·7,11·167,13 * 5 * 113 * 7 * 7 * 11 * 167,2.9419087682146916,64.0,1.3571136827773995,S9,5·113 | 7·7 | 11·167
661189165,13,5,41,7,67,23,23,50860705,205,469,529,8.2,9.571428571428571,4.371900826446281,2.1041341542702074,2.2587824703356527,1.4751978862615585,5.838114510867419,True,True,True,A+B+C,5·41,7·67,23·23,13 * 5 * 41 * 7 * 67 * 23 * 23,2.9859978256127633,28.0,1.349343339587242,S9,5·41 | 7·67 | 23·23
661455025,61,5,5,7,43,11,131,10843525,25,301,1441,1.0,6.142857142857143,11.909090909090908,0.0,1.8152899666382492,2.477302050402781,4.29259201704103,False,True,True,B+C,5·5,7·43,11·131,61 * 5 * 5 * 7 * 43 * 11 * 131,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 7·43 | 11·131
661468885,421,5,53,7,7,11,11,1571185,265,49,121,10.6,1.0,1.0,2.3608540011180215,0.0,0.0,2.3608540011180215,True,False,False,A,5·53,7·7,11·11,421 * 5 * 53 * 7 * 7 * 11 * 11,3.2195126499808318,226.0,1.1629632949401694,S2,5·53 | 7·7 | 11·11
661514425,13,5,5,31,127,11,47,50885725,25,3937,517,1.0,80.34693877551021,4.2727272727272725,0.0,4.386353992833111,1.452252328911688,5.838606321744798,False,True,True,B+C,5·5,31·127,11·47,13 * 5 * 5 * 31 * 127 * 11 * 47,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 31·127 | 11·47
661548745,13,5,233,19,19,11,11,50888365,1165,361,121,46.6,7.36734693877551,1.0,3.8416005411316,1.9970576602222543,0.0,5.838658201353854,True,True,False,A+B,5·233,19·19,11·11,13 * 5 * 233 * 19 * 19 * 11 * 11,3.109083785307769,112.0,1.3078903928689338,S9,5·233 | 19·19 | 11·11
661565905,13,5,821,7,7,11,23,50889685,4105,49,253,164.2,1.0,2.090909090909091,5.101085197018328,0.0,0.7375989431307791,5.838684140149107,True,False,True,A+C,5·821,7·7,11·23,13 * 5 * 821 * 7 * 7 * 11 * 23,3.15025044591954,358.0,1.2878478403447953,S9,5·821 | 7·7 | 11·23
661570525,157,5,5,7,199,11,11,4213825,25,1393,121,1.0,28.428571428571427,1.0,0.0,3.3473946756691793,0.0,3.3473946756691793,False,True,False,B,5·5,7·199,11·11,157 * 5 * 5 * 7 * 199 * 11 * 11,3.2857470407029474,70.0,1.2203821656050957,S3,5·5 | 7·199 | 11·11
661633525,1021,5,5,7,7,23,23,648025,25,49,529,1.0,1.0,4.371900826446281,0.0,0.0,1.4751978862615585,1.4751978862615585,False,False,True,C,5·5,7·7,23·23,1021 * 5 * 5 * 7 * 7 * 23 * 23,3.4336489683795257,334.0,1.1232125367286976,S1,5·5 | 7·7 | 23·23
661722985,37,5,41,7,103,11,11,17884405,205,721,121,8.2,14.714285714285714,1.0,2.1041341542702074,2.6888188391743224,0.0,4.79295299344453,True,True,False,A+B,5·41,7·103,11·11,37 * 5 * 41 * 7 * 103 * 11 * 11,3.408851751745704,28.0,1.0499670402109427,S6,5·41 | 7·103 | 11·11
661842181,13,17,89,7,19,11,23,50910937,1513,133,253,60.52,2.7142857142857144,2.090909090909091,4.102973888920155,0.9985288301111273,0.7375989431307791,5.8391016621620615,True,True,True,A+B+C,17·89,7·19,11·23,13 * 17 * 89 * 7 * 19 * 11 * 23,3.3208083983666956,50.0,1.1462707814327113,S9,17·89 | 7·19 | 11·23
661978525,13,5,5,19,79,23,59,50921425,25,1501,1357,1.0,30.632653061224488,11.214876033057852,0.0,3.4220665335228353,2.417241114238128,5.839307647760963,False,True,True,B+C,5·5,19·79,23·59,13 * 5 * 5 * 19 * 79 * 23 * 59,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 19·79 | 23·59
661986325,13,5,5,7,7,11,3779,50922025,25,49,41569,1.0,1.0,343.54545454545456,0.0,0.0,5.839319430551119,5.839319430551119,False,False,True,C,5·5,7·7,11·3779,13 * 5 * 5 * 7 * 7 * 11 * 3779,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·7 | 11·3779
662046385,13,5,17,7,31,11,251,50926645,85,217,2761,3.4,4.428571428571429,22.818181818181817,1.2237754316221157,1.488077055429833,3.1275576663334133,5.839410153385362,True,True,True,A+B+C,5·17,7·31,11·251,13 * 5 * 17 * 7 * 31 * 11 * 251,3.4157601047094523,12.0,1.0968325791855205,S9,5·17 | 7·31 | 11·251
662309725,2137,5,5,7,7,11,23,309925,25,49,253,1.0,1.0,2.090909090909091,0.0,0.0,0.7375989431307791,0.7375989431307791,False,False,True,C,5·5,7·7,11·23,2137 * 5 * 5 * 7 * 7 * 11 * 23,3.106974454634032,1048.0,1.2885353299017313,S1,5·5 | 7·7 | 11·23
662332825,1009,5,5,7,31,11,11,656425,25,217,121,1.0,4.428571428571429,1.0,0.0,1.488077055429833,0.0,1.488077055429833,False,True,False,B,5·5,7·31,11·11,1009 * 5 * 5 * 7 * 31 * 11 * 11,3.293284586394379,424.0,1.2162537165510408,S1,5·5 | 7·31 | 11·11
662377345,61,5,41,7,7,23,47,10858645,205,49,1081,8.2,1.0,8.933884297520661,2.1041341542702074,0.0,2.189851272042467,4.293985426312675,True,False,True,A+C,5·41,7·7,23·47,61 * 5 * 41 * 7 * 7 * 23 * 47,2.8792621529636278,52.0,1.379608156737305,S5,5·41 | 7·7 | 23·47
662515525,37,5,5,7,7,47,311,17905825,25,49,14617,1.0,1.0,120.80165289256199,0.0,0.0,4.794149968292552,4.794149968292552,False,False,True,C,5·5,7·7,47·311,37 * 5 * 5 * 7 * 7 * 47 * 311,3.6199450849684505,10.0,0.9621621621621622,S6,5·5 | 7·7 | 47·311
662537425,109,5,5,31,31,11,23,6078325,25,961,253,1.0,19.612244897959183,2.090909090909091,0.0,2.9761541108596656,0.7375989431307791,3.7137530539904446,False,True,True,B+C,5·5,31·31,11·23,109 * 5 * 5 * 31 * 31 * 11 * 23,3.4936369679052106,34.0,1.075229357798165,S4,5·5 | 31·31 | 11·23
663015925,13,5,5,19,43,11,227,51001225,25,817,2497,1.0,16.6734693877551,20.636363636363637,0.0,2.813818796749376,3.0270547446830323,5.8408735414324084,False,True,True,B+C,5·5,19·43,11·227,13 * 5 * 5 * 19 * 43 * 11 * 227,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 19·43 | 11·227
663145945,61,5,17,7,151,11,11,10871245,85,1057,121,3.4,21.571428571428573,1.0,1.2237754316221157,3.0713696877596113,0.0,4.295145119381727,True,True,False,A+B,5·17,7·151,11·11,61 * 5 * 17 * 7 * 151 * 11 * 11,3.3090244320603164,36.0,1.1270973963355835,S5,5·17 | 7·151 | 11·11
663247585,13,5,1721,7,7,11,11,51019045,8605,49,121,344.2,1.0,1.0,5.841222883777439,0.0,0.0,5.841222883777439,True,False,False,A,5·1721,7·7,11·11,13 * 5 * 1721 * 7 * 7 * 11 * 11,3.3923725569304093,448.0,1.1172037724042374,S9,5·1721 | 7·7 | 11·11
663324025,13,5,5,7,7,23,1811,51024925,25,49,41653,1.0,1.0,344.2396694214876,0.0,0.0,5.841338128215822,5.841338128215822,False,False,True,C,5·5,7·7,23·1811,13 * 5 * 5 * 7 * 7 * 23 * 1811,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·7 | 23·1811
663632725,61,5,5,7,7,83,107,10879225,25,49,8881,1.0,1.0,73.39669421487604,0.0,0.0,4.295878896661763,4.295878896661763,False,False,True,C,5·5,7·7,83·107,61 * 5 * 5 * 7 * 7 * 83 * 107,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 7·7 | 83·107
663706225,13,5,5,7,7,71,587,51054325,25,49,41677,1.0,1.0,344.43801652892563,0.0,0.0,5.841914151272671,5.841914151272671,False,False,True,C,5·5,7·7,71·587,13 * 5 * 5 * 7 * 7 * 71 * 587,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·7 | 71·587
663755785,73,5,113,7,19,11,11,9092545,565,133,121,22.6,2.7142857142857144,1.0,3.1179499062782403,0.9985288301111273,0.0,4.116478736389368,True,True,False,A+B,5·113,7·19,11·11,73 * 5 * 113 * 7 * 19 * 11 * 11,3.171140701491687,82.0,1.2243423445266093,S4,5·113 | 7·19 | 11·11
663897325,13,5,5,7,7,47,887,51069025,25,49,41689,1.0,1.0,344.53719008264466,0.0,0.0,5.842202038422897,5.842202038422897,False,False,True,C,5·5,7·7,47·887,13 * 5 * 5 * 7 * 7 * 47 * 887,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·7 | 47·887
663908245,13,5,389,7,31,11,11,51069865,1945,217,121,77.8,4.428571428571429,1.0,4.354141431184346,1.488077055429833,0.0,5.842218486614179,True,True,False,A+B,5·389,7·31,11·11,13 * 5 * 389 * 7 * 31 * 11 * 11,3.1290147005775104,178.0,1.2985564563970735,S9,5·389 | 7·31 | 11·11
664077505,13,5,89,7,31,23,23,51082885,445,217,529,17.8,4.428571428571429,4.371900826446281,2.8791984572980396,1.488077055429833,1.4751978862615585,5.842473398989432,True,True,True,A+B+C,5·89,7·31,23·23,13 * 5 * 89 * 7 * 31 * 23 * 23,3.1021394524927537,48.0,1.3109766637856526,S9,5·89 | 7·31 | 23·23
664111525,397,5,5,7,79,11,11,1672825,25,553,121,1.0,11.285714285714286,1.0,0.0,2.423537703411708,0.0,2.423537703411708,False,True,False,B,5·5,7·79,11·11,397 * 5 * 5 * 7 * 79 * 11 * 11,3.4792148909782252,118.0,1.087153652392947,S2,5·5 | 7·79 | 11·11
664328665,13,5,29,7,199,11,23,51102205,145,1393,253,5.8,28.428571428571427,2.090909090909091,1.7578579175523736,3.3473946756691793,0.7375989431307791,5.842851536352332,True,True,True,A+B+C,5·29,7·199,11·23,13 * 5 * 29 * 7 * 199 * 11 * 23,3.2802323907239512,18.0,1.2063660477453582,S9,5·29 | 7·199 | 11·23
664355461,37,17,29,7,43,11,11,17955553,493,301,121,19.72,6.142857142857143,1.0,2.9816333491744893,1.8152899666382492,0.0,4.796923315812738,True,True,False,A+B,17·29,7·43,11·11,37 * 17 * 29 * 7 * 43 * 11 * 11,3.921755262730834,20.0,0.7422838660161175,S6,17·29 | 7·43 | 11·11
664388725,13,5,5,7,139,11,191,51106825,25,973,2101,1.0,19.857142857142858,17.363636363636363,0.0,2.9885637840753785,2.854378155248259,5.842941939323637,False,True,True,B+C,5·5,7·139,11·191,13 * 5 * 5 * 7 * 139 * 11 * 191,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·139 | 11·191
664434925,349,5,5,7,43,11,23,1903825,25,301,253,1.0,6.142857142857143,2.090909090909091,0.0,1.8152899666382492,0.7375989431307791,2.5528889097690284,False,True,True,B+C,5·5,7·43,11·23,349 * 5 * 5 * 7 * 43 * 11 * 23,3.514146912044657,94.0,1.0578796561604586,S2,5·5 | 7·43 | 11·23
664458025,37,5,5,7,19,11,491,17958325,25,133,5401,1.0,2.7142857142857144,44.63636363636363,0.0,0.9985288301111273,3.79854885499615,4.797077685107277,False,True,True,B+C,5·5,7·19,11·491,37 * 5 * 5 * 7 * 19 * 11 * 491,3.6199450849684505,10.0,0.9621621621621622,S6,5·5 | 7·19 | 11·491
664583425,373,5,5,19,31,11,11,1781725,25,589,121,1.0,12.020408163265307,1.0,0.0,2.48660588554096,0.0,2.48660588554096,False,True,False,B,5·5,19·31,11·11,373 * 5 * 5 * 19 * 31 * 11 * 11,3.4142024735704153,130.0,1.1378016085790885,S2,5·5 | 19·31 | 11·11
664701037,13,17,53,7,67,11,11,51130849,901,469,121,36.04,9.571428571428571,1.0,3.584629432740137,2.2587824703356527,0.0,5.84341190307579,True,True,False,A+B,17·53,7·67,11·11,13 * 17 * 53 * 7 * 67 * 11 * 11,3.601108054705147,24.0,0.9609835225817467,S9,17·53 | 7·67 | 11·11
664799905,37,5,113,7,7,11,59,17967565,565,49,649,22.6,1.0,5.363636363636363,3.1179499062782403,0.0,1.6796421711073488,4.797592077385589,True,False,True,A+C,5·113,7·7,11·59,37 * 5 * 113 * 7 * 7 * 11 * 59,3.364762694347632,64.0,1.0577373834011001,S6,5·113 | 7·7 | 11·59
664852825,13,5,5,7,7,83,503,51142525,25,49,41749,1.0,1.0,345.0330578512397,0.0,0.0,5.843640232299596,5.843640232299596,False,False,True,C,5·5,7·7,83·503,13 * 5 * 5 * 7 * 7 * 83 * 503,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·7 | 83·503
664864585,181,5,29,7,7,11,47,3673285,145,49,517,5.8,1.0,4.2727272727272725,1.7578579175523736,0.0,1.452252328911688,3.210110246464062,True,False,True,A+C,5·29,7·7,11·47,181 * 5 * 29 * 7 * 7 * 11 * 47,3.135419892485012,102.0,1.24206515526767,S3,5·29 | 7·7 | 11·47
664923805,13,5,17,7,31,47,59,51147985,85,217,2773,3.4,4.428571428571429,22.917355371900825,1.2237754316221157,1.488077055429833,3.131894500019037,5.843746987070985,True,True,True,A+B+C,5·17,7·31,47·59,13 * 5 * 17 * 7 * 31 * 47 * 59,3.4157601047094523,12.0,1.0968325791855205,S9,5·17 | 7·31 | 47·59
