Index,Zwilling,V_Z,Anzahl_admissible_D,Anzahl_admissible_Q,bestes_m_D,bester_Drilling,Delta_Z_to_D_min,Z_to_D_beguenstigt,bestes_m_Q,bester_Vierling,Delta_Z_to_Q_min,Z_to_Q_beguenstigt,Delta_D_to_Q_best,D_to_Q_beguenstigt
429,"(26879, 26881)",-0.9999999861598285,20,5,3,"(26879, 26881, 26921)",-0.999994842410644,1,33,"(26879, 26881, 27281, 27283)",-1.9994490927189086,1,-0.9994542503082646,1
430,"(26891, 26893)",-0.9999999861721776,20,5,2,"(26891, 26893, 26921)",-0.9999974231236757,1,32,"(26891, 26893, 27281, 27283)",-1.9994817226261974,1,-0.9994842995025217,1
431,"(26951, 26953)",-0.9999999862336755,20,5,2,"(26951, 26953, 26981)",-0.9999974345779286,1,27,"(26951, 26953, 27281, 27283)",-1.9996297499439017,1,-0.9996323153659732,1
432,"(27059, 27061)",-0.9999999863433425,21,7,1,"(27059, 27061, 27077)",-0.9999991280401069,1,18,"(27059, 27061, 27281, 27283)",-1.9998331065632833,1,-0.9998339785231762,1
433,"(27107, 27109)",-0.9999999863916633,20,7,7,"(27107, 27109, 27197)",-0.9999761292374632,1,14,"(27107, 27109, 27281, 27283)",-1.9998976558611354,1,-0.9999215266236723,1
434,"(27239, 27241)",-0.9999999865232307,22,10,3,"(27239, 27241, 27281)",-0.9999949777326318,1,3,"(27239, 27241, 27281, 27283)",-1.9999940659161368,1,-0.999999088183505,1
435,"(27281, 27283)",-0.9999999865646931,23,5,1,"(27281, 27283, 27299)",-0.999999142168662,1,10,"(27281, 27283, 27407, 27409)",-1.9999469205667288,1,-0.9999477783980668,1
436,"(27407, 27409)",-0.9999999866879387,24,11,2,"(27407, 27409, 27437)",-0.999997519187715,1,14,"(27407, 27409, 27581, 27583)",-1.999899877059912,1,-0.9999023578721971,1
437,"(27479, 27481)",-0.9999999867576048,24,12,2,"(27479, 27481, 27509)",-0.9999975321637347,1,8,"(27479, 27481, 27581, 27583)",-1.9999656839923934,1,-0.9999681518286587,1
438,"(27527, 27529)",-0.9999999868037456,23,12,4,"(27527, 27529, 27581)",-0.9999917828294559,1,4,"(27527, 27529, 27581, 27583)",-1.999990398793527,1,-0.9999986159640712,1
439,"(27539, 27541)",-0.999999986815243,24,12,3,"(27539, 27541, 27581)",-0.9999950864737809,1,3,"(27539, 27541, 27581, 27583)",-1.99999419439725,1,-0.9999991079234691,1
440,"(27581, 27583)",-0.9999999868553662,23,2,2,"(27581, 27583, 27611)",-0.9999975503728609,1,17,"(27581, 27583, 27791, 27793)",-1.999856176231782,1,-0.999858625858921,1
441,"(27689, 27691)",-0.9999999869577029,28,5,4,"(27689, 27691, 27743)",-0.9999918786057554,1,8,"(27689, 27691, 27791, 27793)",-1.9999662015726227,1,-0.9999743229668674,1
442,"(27737, 27739)",-0.9999999870028027,28,5,0,"(27737, 27739, 27743)",-0.9999999321382405,1,4,"(27737, 27739, 27791, 27793)",-1.9999905434812286,1,-0.9999906113429882,1
443,"(27749, 27751)",-0.999999987014041,28,5,1,"(27749, 27751, 27767)",-0.9999991708503697,1,3,"(27749, 27751, 27791, 27793)",-1.9999942818672984,1,-0.9999951110169287,1
444,"(27791, 27793)",-0.9999999870532609,21,9,1,"(27791, 27793, 27809)",-0.9999991733537751,1,10,"(27791, 27793, 27917, 27919)",-1.9999488464521362,1,-0.999949673098361,1
445,"(27917, 27919)",-0.99999998716986,25,5,2,"(27917, 27919, 27947)",-0.9999976089515225,1,32,"(27917, 27919, 28307, 28309)",-1.999518863161284,1,-0.9995212542097613,1
446,"(27941, 27943)",-0.9999999871918908,25,5,0,"(27941, 27943, 27947)",-0.9999999331254288,1,30,"(27941, 27943, 28307, 28309)",-1.9995766211026447,1,-0.9995766879772159,1
447,"(28097, 28099)",-0.9999999873337171,23,5,4,"(28097, 28099, 28151)",-0.9999921125296081,1,17,"(28097, 28099, 28307, 28309)",-1.9998613909125689,1,-0.9998692783829608,1
448,"(28109, 28111)",-0.9999999873445291,24,5,3,"(28109, 28111, 28151)",-0.9999952835790831,1,16,"(28109, 28111, 28307, 28309)",-1.9998768318938573,1,-0.9998815483147743,1
449,"(28181, 28183)",-0.9999999874091114,23,5,2,"(28181, 28183, 28211)",-0.999997653516034,1,10,"(28181, 28183, 28307, 28309)",-1.9999502493345458,1,-0.9999525958185118,1
450,"(28277, 28279)",-0.9999999874944551,25,6,0,"(28277, 28279, 28283)",-0.9999999347050567,1,2,"(28277, 28279, 28307, 28309)",-1.999997189247829,1,-0.9999972545427722,1
451,"(28307, 28309)",-0.9999999875209471,20,5,3,"(28307, 28309, 28349)",-0.99999534927885,1,3,"(28307, 28309, 28349, 28351)",-1.9999945049101138,1,-0.9999991556312637,1
452,"(28349, 28351)",-0.9999999875578947,24,5,4,"(28349, 28351, 28403)",-0.9999922519983688,1,16,"(28349, 28351, 28547, 28549)",-1.9998789012731002,1,-0.9998866492747314,1
453,"(28409, 28411)",-0.9999999876103929,26,5,2,"(28409, 28411, 28439)",-0.9999976910085209,1,11,"(28409, 28411, 28547, 28549)",-1.9999412983959224,1,-0.9999436073874015,1
454,"(28547, 28549)",-0.9999999877298853,19,3,8,"(28547, 28549, 28649)",-0.9999722871821985,1,9,"(28547, 28549, 28661, 28663)",-1.9999602930594973,1,-0.9999880058772987,1
455,"(28571, 28573)",-0.9999999877504899,19,3,6,"(28571, 28573, 28649)",-0.9999839080535255,1,7,"(28571, 28573, 28661, 28663)",-1.9999752726905966,1,-0.9999913646370711,1
456,"(28619, 28621)",-0.999999987791544,21,3,2,"(28619, 28621, 28649)",-0.9999977247517404,1,3,"(28619, 28621, 28661, 28663)",-1.999994623979112,1,-0.9999968992273716,1
457,"(28661, 28663)",-0.9999999878272973,23,5,3,"(28661, 28663, 28703)",-0.9999954633690321,1,7,"(28661, 28663, 28751, 28753)",-1.9999754274940407,1,-0.9999799641250084,1
458,"(28751, 28753)",-0.9999999879033844,20,3,3,"(28751, 28753, 28793)",-0.9999954917056914,1,22,"(28751, 28753, 29021, 29023)",-1.999781591892372,1,-0.9997861001866806,1
459,"(29021, 29023)",-0.999999988127414,25,6,0,"(29021, 29023, 29027)",-0.9999999380096247,1,15,"(29021, 29023, 29207, 29209)",-1.9998979683423208,1,-0.9998980303326961,1
460,"(29129, 29131)",-0.9999999882152865,26,7,1,"(29129, 29131, 29147)",-0.9999992475276663,1,6,"(29129, 29131, 29207, 29209)",-1.9999821233602564,1,-0.9999828758325899,1
461,"(29207, 29209)",-0.9999999882781446,21,3,7,"(29207, 29209, 29297)",-0.9999794335250941,1,38,"(29207, 29209, 29669, 29671)",-1.999384262572243,1,-0.9994048290471489,1
462,"(29387, 29389)",-0.9999999884212963,23,4,3,"(29387, 29389, 29429)",-0.9999956845935366,1,23,"(29387, 29389, 29669, 29671)",-1.9997719935464948,1,-0.9997763089529581,1
463,"(29399, 29401)",-0.9999999884307464,23,4,2,"(29399, 29401, 29429)",-0.9999978438197625,1,22,"(29399, 29401, 29669, 29671)",-1.9997910706664945,1,-0.999793226846732,1
464,"(29567, 29569)",-0.9999999885618417,23,5,0,"(29567, 29569, 29573)",-0.9999999402777101,1,8,"(29567, 29569, 29669, 29671)",-1.9999703516961325,1,-0.9999704114184222,1
465,"(29669, 29671)",-0.9999999886403511,18,5,4,"(29669, 29671, 29723)",-0.9999929254827463,1,7,"(29669, 29671, 29759, 29761)",-1.9999770663292207,1,-0.9999841408464745,1
466,"(29759, 29761)",-0.9999999887089548,22,5,2,"(29759, 29761, 29789)",-0.9999978956447917,1,27,"(29759, 29761, 30089, 30091)",-1.999695975769684,1,-0.9996980801248923,1
467,"(29879, 29881)",-0.9999999887994638,21,5,3,"(29879, 29881, 29921)",-0.9999958254414957,1,17,"(29879, 29881, 30089, 30091)",-1.999877376483258,1,-0.9998815510417625,1
468,"(30011, 30013)",-0.9999999888977724,24,6,1,"(30011, 30013, 30029)",-0.999999291093288,1,6,"(30011, 30013, 30089, 30091)",-1.9999831573236015,1,-0.9999838662303135,1
469,"(30089, 30091)",-0.9999999889552568,17,4,2,"(30089, 30091, 30119)",-0.9999979415270338,1,31,"(30089, 30091, 30467, 30469)",-1.9996103706334796,1,-0.9996124291064457,1
470,"(30137, 30139)",-0.9999999889904101,18,5,5,"(30137, 30139, 30203)",-0.999989689132764,1,27,"(30137, 30139, 30467, 30469)",-1.9997035134147996,1,-0.9997138242820356,1
471,"(30269, 30271)",-0.9999999890862209,20,6,4,"(30269, 30271, 30323)",-0.9999932029194244,1,16,"(30269, 30271, 30467, 30469)",-1.9998937296294437,1,-0.9999005267100192,1
472,"(30389, 30391)",-0.9999999891722405,23,8,3,"(30389, 30391, 30431)",-0.9999959642864754,1,6,"(30389, 30391, 30467, 30469)",-1.9999835731762192,1,-0.9999876088897437,1
473,"(30467, 30469)",-0.999999989227609,22,4,2,"(30467, 30469, 30497)",-0.9999979922629136,1,7,"(30467, 30469, 30557, 30559)",-1.9999782502030152,1,-0.9999802579401016,1
474,"(30491, 30493)",-0.9999999892445601,22,4,0,"(30491, 30493, 30497)",-0.9999999438421074,1,5,"(30491, 30493, 30557, 30559)",-1.9999883126510347,1,-0.9999883688089273,1
475,"(30557, 30559)",-0.9999999892909697,22,8,9,"(30557, 30559, 30671)",-0.9999697280822717,1,23,"(30557, 30559, 30839, 30841)",-1.9997890421572626,1,-0.9998193140749909,1
476,"(30839, 30841)",-0.9999999894859204,22,6,2,"(30839, 30841, 30869)",-0.9999980403839783,1,2,"(30839, 30841, 30869, 30871)",-1.999997636641478,1,-0.9999995962574997,1
477,"(30851, 30853)",-0.9999999894940977,22,6,1,"(30851, 30853, 30869)",-0.9999993291598849,1,1,"(30851, 30853, 30869, 30871)",-1.9999991495242635,1,-0.9999998203643785,1
478,"(30869, 30871)",-0.9999999895063459,25,7,3,"(30869, 30871, 30911)",-0.9999960887320031,1,17,"(30869, 30871, 31079, 31081)",-1.9998850896813747,1,-0.9998890009493717,1
479,"(31079, 31081)",-0.999999989647673,19,5,3,"(31079, 31081, 31121)",-0.9999961413738125,1,3,"(31079, 31081, 31121, 31123)",-1.9999954407995593,1,-0.9999992994257467,1
480,"(31121, 31123)",-0.9999999896755957,28,8,1,"(31121, 31123, 31139)",-0.9999993407460325,1,2,"(31121, 31123, 31151, 31153)",-1.9999976792562308,1,-0.9999983385101983,1
481,"(31151, 31153)",-0.9999999896954713,20,5,2,"(31151, 31153, 31181)",-0.9999980794220374,1,2,"(31151, 31153, 31181, 31183)",-1.999997683721766,1,-0.9999996042997283,1
482,"(31181, 31183)",-0.9999999897152896,27,7,3,"(31181, 31183, 31223)",-0.9999961665600385,1,5,"(31181, 31183, 31247, 31249)",-1.9999888236322754,1,-0.9999926570722368,1
483,"(31247, 31249)",-0.9999999897586892,21,7,0,"(31247, 31249, 31253)",-0.9999999465263373,1,24,"(31247, 31249, 31541, 31543)",-1.9997807599689055,1,-0.9997808134425681,1
484,"(31319, 31321)",-0.9999999898057215,22,7,1,"(31319, 31321, 31337)",-0.9999993490528292,1,18,"(31319, 31321, 31541, 31543)",-1.9998752809129303,1,-0.9998759318601012,1
485,"(31391, 31393)",-0.9999999898524307,24,9,0,"(31391, 31393, 31397)",-0.9999999470157565,1,12,"(31391, 31393, 31541, 31543)",-1.9999431915258965,1,-0.9999432445101399,1
486,"(31511, 31513)",-0.9999999899295688,25,11,0,"(31511, 31513, 31517)",-0.9999999474184915,1,2,"(31511, 31513, 31541, 31543)",-1.999997736317808,1,-0.9999977888993166,1
487,"(31541, 31543)",-0.999999989948716,25,4,0,"(31541, 31543, 31547)",-0.9999999475184576,1,15,"(31541, 31543, 31727, 31729)",-1.999913576385204,1,-0.9999136288667465,1
488,"(31721, 31723)",-0.9999999900624602,24,5,0,"(31721, 31723, 31727)",-0.9999999481123117,1,0,"(31721, 31723, 31727, 31729)",-1.999999910580935,1,-0.9999999624686233,1
489,"(31727, 31729)",-0.9999999900662184,26,11,3,"(31727, 31729, 31769)",-0.9999962972786895,1,3,"(31727, 31729, 31769, 31771)",-1.999995625007503,1,-0.9999993277288135,1
490,"(31769, 31771)",-0.999999990092466,23,4,2,"(31769, 31771, 31799)",-0.9999981533812409,1,6,"(31769, 31771, 31847, 31849)",-1.9999849675794308,1,-0.99998681419819,1
491,"(31847, 31849)",-0.9999999901409363,27,12,10,"(31847, 31849, 31973)",-0.9999659042964782,1,17,"(31847, 31849, 32057, 32059)",-1.9998920163041056,1,-0.9999261120076273,1
492,"(32027, 32029)",-0.9999999902514425,29,14,2,"(32027, 32029, 32057)",-0.9999981829987505,1,2,"(32027, 32029, 32057, 32059)",-1.9999978086364392,1,-0.9999996256376886,1
493,"(32057, 32059)",-0.9999999902696793,21,4,0,"(32057, 32059, 32063)",-0.9999999491941961,1,29,"(32057, 32059, 32411, 32413)",-1.9996984913600113,1,-0.9996985421658153,1
494,"(32117, 32119)",-0.9999999903060001,21,5,3,"(32117, 32119, 32159)",-0.9999963865983282,1,24,"(32117, 32119, 32411, 32413)",-1.9997924239907263,1,-0.9997960373923982,1
495,"(32141, 32143)",-0.9999999903204714,22,5,1,"(32141, 32143, 32159)",-0.9999993819131651,1,22,"(32141, 32143, 32411, 32413)",-1.9998250612258386,1,-0.9998256793126734,1
496,"(32189, 32191)",-0.9999999903493171,22,5,9,"(32189, 32191, 32303)",-0.9999727146823139,1,18,"(32189, 32191, 32411, 32413)",-1.9998819088913873,1,-0.9999091942090734,1
497,"(32297, 32299)",-0.9999999904137502,25,6,0,"(32297, 32299, 32303)",-0.9999999499463872,1,9,"(32297, 32299, 32411, 32413)",-1.999968963886497,1,-0.9999690139401098,1
498,"(32321, 32323)",-0.999999990427981,24,6,0,"(32321, 32323, 32327)",-0.9999999500206862,1,7,"(32321, 32323, 32411, 32413)",-1.999980670523329,1,-0.9999807205026428,1
499,"(32369, 32371)",-0.9999999904563479,24,7,3,"(32369, 32371, 32411)",-0.999996442604572,1,3,"(32369, 32371, 32411, 32413)",-1.9999957967161137,1,-0.9999993541115417,1
500,"(32411, 32413)",-0.9999999904810655,25,9,1,"(32411, 32413, 32429)",-0.9999993921652259,1,2,"(32411, 32413, 32441, 32443)",-1.999997860229223,1,-0.9999984680639971,1
