n,Faktorisierung,P_A,P_B,P_C,R_A,R_B,R_C,exc_combo,theta_sum_mod_2pi,wedge_sum,wedge_norm_sum
766883425,181 * 5 * 5 * 7 * 31 * 11 * 71,25,217,781,1.0,4.428571428571429,6.454545454545454,B+C,3.0522786605965706,94.0,1.2972375690607736
767007241,13 * 17 * 137 * 7 * 7 * 11 * 47,2329,49,517,93.16,1.0,4.2727272727272725,A+C,3.530636710126351,54.0,1.0180004623971992
767123665,229 * 5 * 113 * 7 * 7 * 11 * 11,565,49,121,22.6,1.0,1.0,A,3.3973598394655853,88.0,1.026579588051165
767137525,61 * 5 * 5 * 7 * 139 * 11 * 47,25,973,517,1.0,19.857142857142858,4.2727272727272725,B+C,3.0903554861863745,34.0,1.2918032786885245
767211445,13 * 5 * 17 * 7 * 127 * 11 * 71,85,889,781,3.4,18.142857142857142,6.454545454545454,A+B+C,3.4157601047094523,12.0,1.0968325791855205
767253025,97 * 5 * 5 * 7 * 7 * 11 * 587,25,49,6457,1.0,1.0,53.36363636363637,C,3.366869432803848,40.0,1.1711340206185568
767304265,13 * 5 * 17 * 7 * 19 * 23 * 227,85,133,5221,3.4,2.7142857142857144,43.14876033057851,A+B+C,3.4157601047094523,12.0,1.0968325791855205
767530225,541 * 5 * 5 * 7 * 67 * 11 * 11,25,469,121,1.0,9.571428571428571,1.0,B,3.3406745524819783,214.0,1.188170055452865
767828425,13 * 5 * 5 * 7 * 43 * 47 * 167,25,301,7849,1.0,6.142857142857143,64.86776859504133,B+C,3.19709115883551,10.0,1.2615384615384615
767932165,13 * 5 * 953 * 7 * 7 * 11 * 23,4765,49,253,190.6,1.0,2.090909090909091,A+C,3.2260685526870714,372.0,1.2434901929130682
768163825,13 * 5 * 5 * 19 * 43 * 11 * 263,25,817,2893,1.0,16.6734693877551,23.90909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
768223225,1213 * 5 * 5 * 7 * 7 * 11 * 47,25,49,517,1.0,1.0,4.2727272727272725,C,3.1013844507487063,598.0,1.2896949711459191
768279925,193 * 5 * 5 * 7 * 43 * 23 * 23,25,301,529,1.0,6.142857142857143,4.371900826446281,B+C,3.257019313956718,88.0,1.2352331606217617
768289225,109 * 5 * 5 * 19 * 19 * 11 * 71,25,361,781,1.0,7.36734693877551,6.454545454545454,B+C,3.4936369679052106,34.0,1.075229357798165
768292525,13 * 5 * 5 * 7 * 2791 * 11 * 11,25,19537,121,1.0,398.7142857142857,1.0,B,3.19709115883551,10.0,1.2615384615384615
768373837,73 * 17 * 17 * 7 * 43 * 11 * 11,289,301,121,11.56,6.142857142857143,1.0,A+B,3.863660983860389,32.0,0.799355358581789
768374425,13 * 5 * 5 * 7 * 67 * 71 * 71,25,469,5041,1.0,9.571428571428571,41.66115702479339,B+C,3.19709115883551,10.0,1.2615384615384615
768389545,37 * 5 * 17 * 7 * 19 * 11 * 167,85,133,1837,3.4,2.7142857142857144,15.181818181818182,A+B+C,3.8386140308423924,12.0,0.7974562798092211
768404329,109 * 29 * 41 * 7 * 7 * 11 * 11,1189,49,121,47.56,1.0,1.0,A,3.3656848665709056,60.0,1.107861822053842
768631825,13 * 5 * 5 * 31 * 31 * 23 * 107,25,961,2461,1.0,19.612244897959183,20.33884297520661,B+C,3.19709115883551,10.0,1.2615384615384615
768652885,13 * 5 * 137 * 7 * 19 * 11 * 59,685,133,649,27.4,2.7142857142857144,5.363636363636363,A+B+C,3.311967764252409,52.0,1.1827063447501405
768731425,37 * 5 * 5 * 7 * 43 * 11 * 251,25,301,2761,1.0,6.142857142857143,22.818181818181817,B+C,3.6199450849684505,10.0,0.9621621621621622
768811225,13 * 5 * 5 * 7 * 7 * 23 * 2099,25,49,48277,1.0,1.0,398.9834710743802,C,3.19709115883551,10.0,1.2615384615384615
768902365,37 * 5 * 701 * 7 * 7 * 11 * 11,3505,49,121,140.2,1.0,1.0,A,3.893604406050541,138.0,0.7476115202220766
768946465,349 * 5 * 17 * 7 * 7 * 23 * 23,85,49,529,3.4,1.0,4.371900826446281,A+C,3.732815857918599,96.0,0.8931737738075174
769119925,37 * 5 * 5 * 7 * 7 * 71 * 239,25,49,16969,1.0,1.0,140.2396694214876,C,3.6199450849684505,10.0,0.9621621621621622
769193425,13 * 5 * 5 * 7 * 7 * 11 * 4391,25,49,48301,1.0,1.0,399.1818181818182,C,3.19709115883551,10.0,1.2615384615384615
769213081,13 * 29 * 29 * 7 * 19 * 23 * 23,841,133,529,33.64,2.7142857142857144,4.371900826446281,A+B+C,3.3633736226123925,26.0,1.1511936339522548
769236325,13 * 5 * 5 * 31 * 631 * 11 * 11,25,19561,121,1.0,399.2040816326531,1.0,B,3.19709115883551,10.0,1.2615384615384615
769313545,13 * 5 * 41 * 7 * 163 * 11 * 23,205,1141,253,8.2,23.285714285714285,2.090909090909091,A+B+C,2.9859978256127633,28.0,1.349343339587242
769480525,337 * 5 * 5 * 19 * 19 * 11 * 23,25,361,253,1.0,7.36734693877551,2.090909090909091,B+C,3.2727043020723396,148.0,1.2272997032640949
769537405,13 * 5 * 41 * 7 * 7 * 71 * 83,205,49,5893,8.2,1.0,48.70247933884298,A+C,2.9859978256127633,28.0,1.349343339587242
769583353,97 * 17 * 29 * 7 * 19 * 11 * 11,493,133,121,19.72,2.7142857142857144,1.0,A+B,3.668679610566232,50.0,0.9512557244725122
769613845,13 * 5 * 1997 * 7 * 7 * 11 * 11,9985,49,121,399.4,1.0,1.0,A,2.9545396754083195,994.0,1.3552790724548363
769646185,157 * 5 * 17 * 7 * 7 * 11 * 107,85,49,1177,3.4,1.0,9.727272727272727,A+C,3.5044159865768894,72.0,1.0556762832521545
769794025,13 * 5 * 5 * 7 * 19 * 11 * 1619,25,133,17809,1.0,2.7142857142857144,147.1818181818182,B+C,3.19709115883551,10.0,1.2615384615384615
769866097,13 * 17 * 281 * 7 * 7 * 11 * 23,4777,49,253,191.08,1.0,2.090909090909091,A+C,3.576522845335287,90.0,0.9815300880823175
769941445,13 * 5 * 29 * 7 * 43 * 23 * 59,145,301,1357,5.8,6.142857142857143,11.214876033057852,A+B+C,3.2802323907239512,18.0,1.2063660477453582
769955725,61 * 5 * 5 * 7 * 79 * 11 * 83,25,553,913,1.0,11.285714285714286,7.545454545454546,B+C,3.0903554861863745,34.0,1.2918032786885245
770052349,61 * 17 * 17 * 19 * 19 * 11 * 11,289,361,121,11.56,7.36734693877551,1.0,A+B,3.5276933779342583,38.0,0.9623915139826422
770274505,13 * 5 * 17 * 7 * 823 * 11 * 11,85,5761,121,3.4,117.57142857142857,1.0,A+B,3.4157601047094523,12.0,1.0968325791855205
770312725,13 * 5 * 5 * 7 * 19 * 71 * 251,25,133,17821,1.0,2.7142857142857144,147.28099173553719,B+C,3.19709115883551,10.0,1.2615384615384615
770325325,5197 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.3710947597708776,1918.0,1.1682893977294593
770579425,241 * 5 * 5 * 7 * 151 * 11 * 11,25,1057,121,1.0,21.571428571428573,1.0,B,3.5244913706357366,64.0,1.0489626556016598
770746405,13 * 5 * 53 * 43 * 43 * 11 * 11,265,1849,121,10.6,37.734693877551024,1.0,A+B,3.382439108831205,22.0,1.125689404934688
770839825,109 * 5 * 5 * 7 * 7 * 23 * 251,25,49,5773,1.0,1.0,47.710743801652896,C,3.4936369679052106,34.0,1.075229357798165
770859925,73 * 5 * 5 * 19 * 43 * 11 * 47,25,817,517,1.0,16.6734693877551,4.2727272727272725,B+C,3.426323092112505,28.0,1.1287671232876713
770984725,37 * 5 * 5 * 7 * 31 * 23 * 167,25,217,3841,1.0,4.428571428571429,31.74380165289256,B+C,3.6199450849684505,10.0,0.9621621621621622
771056209,37 * 41 * 41 * 7 * 7 * 11 * 23,1681,49,253,67.24,1.0,2.090909090909091,A+C,3.197758418522958,46.0,1.1377719182597232
771165577,13 * 17 * 17 * 7 * 7 * 59 * 71,289,49,4189,11.56,1.0,34.6198347107438,A+C,3.6344290505833943,14.0,0.9321266968325792
771245545,97 * 5 * 17 * 7 * 7 * 23 * 83,85,49,1909,3.4,1.0,15.776859504132231,A+C,3.58553837867779,42.0,1.0064281382656155
771341725,73 * 5 * 5 * 7 * 499 * 11 * 11,25,3493,121,1.0,71.28571428571429,1.0,B,3.426323092112505,28.0,1.1287671232876713
771342145,37 * 5 * 29 * 7 * 19 * 23 * 47,145,133,1081,5.8,2.7142857142857144,8.933884297520661,A+B+C,3.7030863168568917,18.0,0.9069897483690588
771486925,433 * 5 * 5 * 19 * 31 * 11 * 11,25,589,121,1.0,12.020408163265307,1.0,B,3.170430810460912,208.0,1.2711316397228638
771595825,13 * 5 * 5 * 7 * 2803 * 11 * 11,25,19621,121,1.0,400.42857142857144,1.0,B,3.19709115883551,10.0,1.2615384615384615
771646645,61 * 5 * 29 * 7 * 103 * 11 * 11,145,721,121,5.8,14.714285714285714,1.0,A+B,3.1734967180748157,42.0,1.2366308648954212
771677725,13 * 5 * 5 * 7 * 7 * 47 * 1031,25,49,48457,1.0,1.0,400.4710743801653,C,3.19709115883551,10.0,1.2615384615384615
771771325,13 * 5 * 5 * 67 * 67 * 23 * 23,25,4489,529,1.0,91.61224489795919,4.371900826446281,B+C,3.19709115883551,10.0,1.2615384615384615
771824725,181 * 5 * 5 * 7 * 7 * 59 * 59,25,49,3481,1.0,1.0,28.768595041322314,C,3.0522786605965706,94.0,1.2972375690607736
771900745,181 * 5 * 53 * 7 * 19 * 11 * 11,265,133,121,10.6,2.7142857142857144,1.0,A+B,3.2376266105922658,106.0,1.1613885124569998
771968197,13 * 29 * 29 * 7 * 7 * 11 * 131,841,49,1441,33.64,1.0,11.909090909090908,A+C,3.3633736226123925,26.0,1.1511936339522548
772072525,37 * 5 * 5 * 7 * 43 * 47 * 59,25,301,2773,1.0,6.142857142857143,22.917355371900825,B+C,3.6199450849684505,10.0,0.9621621621621622
772076305,13 * 5 * 353 * 7 * 19 * 11 * 23,1765,133,253,70.6,2.7142857142857144,2.090909090909091,A+B+C,3.22089618502058,144.0,1.2468075833514927
772104025,5209 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.715760628694869,364.0,0.8691111537723172
772182565,97 * 5 * 29 * 7 * 31 * 11 * 23,145,217,253,5.8,4.428571428571429,2.090909090909091,A+B+C,3.4500106646922895,48.0,1.1159616068254534
772196425,13 * 5 * 5 * 7 * 523 * 11 * 59,25,3661,649,1.0,74.71428571428571,5.363636363636363,B+C,3.19709115883551,10.0,1.2615384615384615
772251025,13 * 5 * 5 * 7 * 7 * 71 * 683,25,49,48493,1.0,1.0,400.7685950413223,C,3.19709115883551,10.0,1.2615384615384615
772387525,13 * 5 * 5 * 7 * 19 * 107 * 167,25,133,17869,1.0,2.7142857142857144,147.67768595041323,B+C,3.19709115883551,10.0,1.2615384615384615
772394425,37 * 5 * 5 * 67 * 103 * 11 * 11,25,6901,121,1.0,140.83673469387756,1.0,B,3.6199450849684505,10.0,0.9621621621621622
772395085,733 * 5 * 17 * 7 * 7 * 11 * 23,85,49,253,3.4,1.0,2.090909090909091,A+C,3.929823670599079,60.0,0.7089639675788459
772653145,61 * 5 * 17 * 19 * 31 * 11 * 23,85,589,253,3.4,12.020408163265307,2.090909090909091,A+B+C,3.3090244320603164,36.0,1.1270973963355835
772854901,13 * 17 * 29 * 7 * 7 * 23 * 107,493,49,2461,19.72,1.0,20.33884297520661,A+C,3.498901336597893,20.0,1.041660165392417
772917145,13 * 5 * 101 * 7 * 139 * 11 * 11,505,973,121,20.2,19.857142857142858,1.0,A+B,3.5610701153451543,18.0,0.9605483625285606
773054425,13 * 5 * 5 * 19 * 19 * 11 * 599,25,361,6589,1.0,7.36734693877551,54.45454545454545,B+C,3.19709115883551,10.0,1.2615384615384615
773158225,61 * 5 * 5 * 7 * 67 * 23 * 47,25,469,1081,1.0,9.571428571428571,8.933884297520661,B+C,3.0903554861863745,34.0,1.2918032786885245
773206525,13 * 5 * 5 * 7 * 7 * 23 * 2111,25,49,48553,1.0,1.0,401.26446280991735,C,3.19709115883551,10.0,1.2615384615384615
773217445,13 * 5 * 173 * 7 * 19 * 11 * 47,865,133,517,34.6,2.7142857142857144,4.2727272727272725,A+B+C,3.508089439441051,34.0,1.011827478879502
773526985,97 * 5 * 269 * 7 * 7 * 11 * 11,1345,49,121,53.8,1.0,1.0,A,3.1748214155631183,168.0,1.2544053960832406
773556025,313 * 5 * 5 * 19 * 43 * 11 * 11,25,817,121,1.0,16.6734693877551,1.0,B,3.0396742861089194,160.0,1.2984025559105432
773697925,13 * 5 * 5 * 7 * 43 * 11 * 719,25,301,7909,1.0,6.142857142857143,65.36363636363636,B+C,3.19709115883551,10.0,1.2615384615384615
773737525,37 * 5 * 5 * 31 * 223 * 11 * 11,25,6913,121,1.0,141.08163265306123,1.0,B,3.6199450849684505,10.0,0.9621621621621622
773834425,13 * 5 * 5 * 7 * 643 * 23 * 23,25,4501,529,1.0,91.85714285714286,4.371900826446281,B+C,3.19709115883551,10.0,1.2615384615384615
774183025,61 * 5 * 5 * 7 * 19 * 11 * 347,25,133,3817,1.0,2.7142857142857144,31.545454545454547,B+C,3.0903554861863745,34.0,1.2918032786885245
774201505,37 * 5 * 17 * 7 * 139 * 11 * 23,85,973,253,3.4,19.857142857142858,2.090909090909091,A+B+C,3.8386140308423924,12.0,0.7974562798092211
774245725,709 * 5 * 5 * 19 * 19 * 11 * 11,25,361,121,1.0,7.36734693877551,1.0,B,3.1866748689045403,334.0,1.265444287729196
774358585,13 * 5 * 17 * 7 * 19 * 11 * 479,85,133,5269,3.4,2.7142857142857144,43.54545454545455,A+B+C,3.4157601047094523,12.0,1.0968325791855205
774529525,229 * 5 * 5 * 7 * 7 * 11 * 251,25,49,2761,1.0,1.0,22.818181818181817,C,3.6525422300864037,34.0,0.9310043668122271
774558925,37 * 5 * 5 * 7 * 7 * 23 * 743,25,49,17089,1.0,1.0,141.23140495867767,C,3.6199450849684505,10.0,0.9621621621621622
774804745,13 * 5 * 29 * 43 * 79 * 11 * 11,145,3397,121,5.8,69.3265306122449,1.0,A+B,3.2802323907239512,18.0,1.2063660477453582
774839065,13 * 5 * 53 * 7 * 127 * 11 * 23,265,889,253,10.6,18.142857142857142,2.090909090909091,A+B+C,3.382439108831205,22.0,1.125689404934688
774935425,97 * 5 * 5 * 19 * 139 * 11 * 11,25,2641,121,1.0,53.89795918367347,1.0,B,3.366869432803848,40.0,1.1711340206185568
774964645,13 * 5 * 149 * 7 * 7 * 23 * 71,745,49,1633,29.8,1.0,13.49586776859504,A+C,3.0500128034471077,78.0,1.3313371192565824
774994045,37 * 5 * 17 * 7 * 7 * 47 * 107,85,49,5029,3.4,1.0,41.56198347107438,A+C,3.8386140308423924,12.0,0.7974562798092211
775163389,13 * 89 * 113 * 7 * 7 * 11 * 11,10057,49,121,402.28,1.0,1.0,A,2.8469570618719353,102.0,1.4065518850245906
775262725,61 * 5 * 5 * 31 * 31 * 23 * 23,25,961,529,1.0,19.612244897959183,4.371900826446281,B+C,3.0903554861863745,34.0,1.2918032786885245
775437025,73 * 5 * 5 * 19 * 19 * 11 * 107,25,361,1177,1.0,7.36734693877551,9.727272727272727,B+C,3.426323092112505,28.0,1.1287671232876713
775583809,13 * 17 * 17 * 7 * 7 * 11 * 383,289,49,4213,11.56,1.0,34.81818181818182,A+C,3.6344290505833943,14.0,0.9321266968325792
775661425,5233 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.6881761345887143,508.0,0.896311866997898
775881925,13 * 5 * 5 * 7 * 7 * 83 * 587,25,49,48721,1.0,1.0,402.6528925619835,C,3.19709115883551,10.0,1.2615384615384615
776146525,241 * 5 * 5 * 7 * 7 * 11 * 239,25,49,2629,1.0,1.0,21.727272727272727,C,3.5244913706357366,64.0,1.0489626556016598
776314825,13 * 5 * 5 * 19 * 1039 * 11 * 11,25,19741,121,1.0,402.8775510204082,1.0,B,3.19709115883551,10.0,1.2615384615384615
776423725,37 * 5 * 5 * 7 * 991 * 11 * 11,25,6937,121,1.0,141.57142857142858,1.0,B,3.6199450849684505,10.0,0.9621621621621622
776575657,13 * 17 * 17 * 19 * 43 * 11 * 23,289,817,253,11.56,16.6734693877551,2.090909090909091,A+B+C,3.6344290505833943,14.0,0.9321266968325792
776656825,37 * 5 * 5 * 7 * 19 * 59 * 107,25,133,6313,1.0,2.7142857142857144,52.17355371900826,B+C,3.6199450849684505,10.0,0.9621621621621622
776677825,853 * 5 * 5 * 7 * 43 * 11 * 11,25,301,121,1.0,6.142857142857143,1.0,B,3.121047599556393,418.0,1.285345838218054
776722765,13 * 5 * 461 * 7 * 7 * 23 * 23,2305,49,529,92.2,1.0,4.371900826446281,A+C,3.176260838799293,198.0,1.273685966961455
776843305,37 * 5 * 17 * 7 * 7 * 71 * 71,85,49,5041,3.4,1.0,41.66115702479339,A+C,3.8386140308423924,12.0,0.7974562798092211
776881105,13 * 5 * 137 * 7 * 103 * 11 * 11,685,721,121,27.4,14.714285714285714,1.0,A+B,3.311967764252409,52.0,1.1827063447501405
776908825,277 * 5 * 5 * 7 * 31 * 11 * 47,25,217,517,1.0,4.428571428571429,4.2727272727272725,B+C,3.2137562825494506,130.0,1.2548736462093864
776973925,13 * 5 * 5 * 7 * 31 * 23 * 479,25,217,11017,1.0,4.428571428571429,91.0495867768595,B+C,3.19709115883551,10.0,1.2615384615384615
777013237,13 * 17 * 593 * 7 * 7 * 11 * 11,10081,49,121,403.24,1.0,1.0,A,3.544670876393443,194.0,1.007119257094458
777028525,13 * 5 * 5 * 7 * 7 * 59 * 827,25,49,48793,1.0,1.0,403.24793388429754,C,3.19709115883551,10.0,1.2615384615384615
777066745,13 * 5 * 29 * 7 * 7 * 47 * 179,145,49,8413,5.8,1.0,69.52892561983471,A+C,3.2802323907239512,18.0,1.2063660477453582
777278425,37 * 5 * 5 * 7 * 7 * 11 * 1559,25,49,17149,1.0,1.0,141.72727272727272,C,3.6199450849684505,10.0,0.9621621621621622
777541765,13 * 5 * 29 * 7 * 487 * 11 * 11,145,3409,121,5.8,69.57142857142857,1.0,A+B,3.2802323907239512,18.0,1.2063660477453582
777624925,157 * 5 * 5 * 7 * 31 * 11 * 83,25,217,913,1.0,4.428571428571429,7.545454545454546,B+C,3.2857470407029474,70.0,1.2203821656050957
777694225,1933 * 5 * 5 * 7 * 19 * 11 * 11,25,133,121,1.0,2.7142857142857144,1.0,B,3.4849225915529654,550.0,1.082462493533368
777822325,37 * 5 * 5 * 7 * 7 * 131 * 131,25,49,17161,1.0,1.0,141.82644628099175,C,3.6199450849684505,10.0,0.9621621621621622
777895825,229 * 5 * 5 * 7 * 7 * 47 * 59,25,49,2773,1.0,1.0,22.917355371900825,C,3.6525422300864037,34.0,0.9310043668122271
778022245,13 * 5 * 53 * 7 * 7 * 11 * 419,265,49,4609,10.6,1.0,38.09090909090909,A+C,3.382439108831205,22.0,1.125689404934688
778093225,13 * 5 * 5 * 7 * 19 * 47 * 383,25,133,18001,1.0,2.7142857142857144,148.76859504132233,B+C,3.19709115883551,10.0,1.2615384615384615
778108045,13 * 5 * 41 * 19 * 127 * 11 * 11,205,2413,121,8.2,49.244897959183675,1.0,A+B,2.9859978256127633,28.0,1.349343339587242
778229725,13 * 5 * 5 * 7 * 139 * 23 * 107,25,973,2461,1.0,19.857142857142858,20.33884297520661,B+C,3.19709115883551,10.0,1.2615384615384615
778238461,13 * 17 * 29 * 7 * 19 * 11 * 83,493,133,913,19.72,2.7142857142857144,7.545454545454546,A+B+C,3.498901336597893,20.0,1.041660165392417
778238725,193 * 5 * 5 * 31 * 43 * 11 * 11,25,1333,121,1.0,27.20408163265306,1.0,B,3.257019313956718,88.0,1.2352331606217617
778278025,1201 * 5 * 5 * 7 * 7 * 23 * 23,25,49,529,1.0,1.0,4.371900826446281,C,3.020100929672167,604.0,1.2995836802664447
778345645,433 * 5 * 29 * 7 * 7 * 11 * 23,145,49,253,5.8,1.0,2.090909090909091,A+C,3.253572042349353,216.0,1.2159592259297605
778410325,61 * 5 * 5 * 7 * 7 * 11 * 947,25,49,10417,1.0,1.0,86.0909090909091,C,3.0903554861863745,34.0,1.2918032786885245
778442665,13 * 5 * 17 * 7 * 7 * 11 * 1307,85,49,14377,3.4,1.0,118.81818181818181,A+C,3.4157601047094523,12.0,1.0968325791855205
778456525,97 * 5 * 5 * 7 * 379 * 11 * 11,25,2653,121,1.0,54.142857142857146,1.0,B,3.366869432803848,40.0,1.1711340206185568
778664425,409 * 5 * 5 * 7 * 43 * 11 * 23,25,301,253,1.0,6.142857142857143,2.090909090909091,B+C,3.6362038147735802,64.0,0.9466992665036675
778832509,13 * 17 * 53 * 7 * 7 * 23 * 59,901,49,1357,36.04,1.0,11.214876033057852,A+C,3.601108054705147,24.0,0.9609835225817467
778913905,349 * 5 * 17 * 7 * 31 * 11 * 11,85,217,121,3.4,4.428571428571429,1.0,A+B,3.732815857918599,96.0,0.8931737738075174
778983205,13 * 5 * 101 * 7 * 67 * 11 * 23,505,469,253,20.2,9.571428571428571,2.090909090909091,A+B+C,3.5610701153451543,18.0,0.9605483625285606
779050825,61 * 5 * 5 * 7 * 19 * 23 * 167,25,133,3841,1.0,2.7142857142857144,31.74380165289256,B+C,3.0903554861863745,34.0,1.2918032786885245
779080225,109 * 5 * 5 * 7 * 79 * 11 * 47,25,553,517,1.0,11.285714285714286,4.2727272727272725,B+C,3.4936369679052106,34.0,1.075229357798165
779103325,13 * 5 * 5 * 7 * 163 * 11 * 191,25,1141,2101,1.0,23.285714285714285,17.363636363636363,B+C,3.19709115883551,10.0,1.2615384615384615
779183977,13 * 29 * 29 * 19 * 31 * 11 * 11,841,589,121,33.64,12.020408163265307,1.0,A+B,3.3633736226123925,26.0,1.1511936339522548
779198485,13 * 5 * 17 * 31 * 43 * 23 * 23,85,1333,529,3.4,27.20408163265306,4.371900826446281,A+B+C,3.4157601047094523,12.0,1.0968325791855205
779522233,61 * 17 * 29 * 7 * 7 * 23 * 23,493,49,529,19.72,1.0,4.371900826446281,A+C,3.3921656639487576,44.0,1.07192498254248
779575225,13 * 5 * 5 * 19 * 499 * 11 * 23,25,9481,253,1.0,193.48979591836735,2.090909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
779611105,13 * 5 * 41 * 7 * 79 * 23 * 23,205,553,529,8.2,11.285714285714286,4.371900826446281,A+B+C,2.9859978256127633,28.0,1.349343339587242
779703925,13 * 5 * 5 * 7 * 7 * 11 * 4451,25,49,48961,1.0,1.0,404.6363636363636,C,3.19709115883551,10.0,1.2615384615384615
779773225,73 * 5 * 5 * 7 * 31 * 11 * 179,25,217,1969,1.0,4.428571428571429,16.272727272727273,B+C,3.426323092112505,28.0,1.1287671232876713
779875525,13 * 5 * 5 * 31 * 31 * 11 * 227,25,961,2497,1.0,19.612244897959183,20.636363636363637,B+C,3.19709115883551,10.0,1.2615384615384615
779901265,13 * 5 * 17 * 19 * 307 * 11 * 11,85,5833,121,3.4,119.04081632653062,1.0,A+B,3.4157601047094523,12.0,1.0968325791855205
780004225,13 * 5 * 5 * 7 * 439 * 11 * 71,25,3073,781,1.0,62.714285714285715,6.454545454545454,B+C,3.19709115883551,10.0,1.2615384615384615
780027325,541 * 5 * 5 * 7 * 7 * 11 * 107,25,49,1177,1.0,1.0,9.727272727272727,C,3.3406745524819783,214.0,1.188170055452865
780277645,37 * 5 * 17 * 7 * 67 * 23 * 23,85,469,529,3.4,9.571428571428571,4.371900826446281,A+B+C,3.8386140308423924,12.0,0.7974562798092211
780383065,61 * 5 * 101 * 7 * 7 * 11 * 47,505,49,517,20.2,1.0,4.2727272727272725,A+C,3.4543344426960187,42.0,0.9908131796786236
780453025,37 * 5 * 5 * 19 * 367 * 11 * 11,25,6973,121,1.0,142.30612244897958,1.0,B,3.6199450849684505,10.0,0.9621621621621622
780590965,109 * 5 * 89 * 7 * 19 * 11 * 11,445,133,121,17.8,2.7142857142857144,1.0,A+B,3.3986852615624543,72.0,1.1246675600453562
780641785,1549 * 5 * 17 * 7 * 7 * 11 * 11,85,49,121,3.4,1.0,1.0,A,3.5287519519919224,636.0,1.042008126685148
780741325,13 * 5 * 5 * 7 * 43 * 23 * 347,25,301,7981,1.0,6.142857142857143,65.95867768595042,B+C,3.19709115883551,10.0,1.2615384615384615
780866905,13 * 5 * 29 * 7 * 31 * 23 * 83,145,217,1909,5.8,4.428571428571429,15.776859504132231,A+B+C,3.2802323907239512,18.0,1.2063660477453582
780868165,37 * 5 * 41 * 7 * 7 * 11 * 191,205,49,2101,8.2,1.0,17.363636363636363,A+C,3.408851751745704,28.0,1.0499670402109427
781017325,97 * 5 * 5 * 19 * 67 * 11 * 23,25,1273,253,1.0,25.979591836734695,2.090909090909091,B+C,3.366869432803848,40.0,1.1711340206185568
781320925,2521 * 5 * 5 * 7 * 7 * 11 * 23,25,49,253,1.0,1.0,2.090909090909091,C,3.0137791748084894,1264.0,1.2998016660055534
781459525,73 * 5 * 5 * 7 * 67 * 11 * 83,25,469,913,1.0,9.571428571428571,7.545454545454546,B+C,3.426323092112505,28.0,1.1287671232876713
781806025,13 * 5 * 5 * 7 * 7 * 11 * 4463,25,49,49093,1.0,1.0,405.72727272727275,C,3.19709115883551,10.0,1.2615384615384615
781832425,61 * 5 * 5 * 19 * 223 * 11 * 11,25,4237,121,1.0,86.46938775510205,1.0,B,3.0903554861863745,34.0,1.2918032786885245
781942525,13 * 5 * 5 * 7 * 103 * 47 * 71,25,721,3337,1.0,14.714285714285714,27.578512396694215,B+C,3.19709115883551,10.0,1.2615384615384615
782118337,13 * 17 * 41 * 7 * 19 * 11 * 59,697,133,649,27.88,2.7142857142857144,5.363636363636363,A+B+C,3.204666771486705,30.0,1.1846374572343008
782226445,13 * 5 * 269 * 7 * 7 * 11 * 83,1345,49,913,53.8,1.0,7.545454545454546,A+C,3.00504314159478,138.0,1.3448098370031456
782535325,13 * 5 * 5 * 31 * 307 * 11 * 23,25,9517,253,1.0,194.22448979591837,2.090909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
782646865,13 * 5 * 89 * 7 * 7 * 11 * 251,445,49,2761,17.8,1.0,22.818181818181817,A+C,3.1021394524927537,48.0,1.3109766637856526
782776225,5281 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.18564127754134,2464.0,1.2658208672599887
782808565,73 * 5 * 173 * 7 * 7 * 11 * 23,865,49,253,34.6,1.0,2.090909090909091,A+C,3.7373213727180463,52.0,0.8790561406287117
782847373,157 * 29 * 29 * 7 * 7 * 11 * 11,841,49,121,33.64,1.0,1.0,A,3.45202950447983,86.0,1.1100373380188886
782921425,13 * 5 * 5 * 43 * 463 * 11 * 11,25,19909,121,1.0,406.3061224489796,1.0,B,3.19709115883551,10.0,1.2615384615384615
782937925,97 * 5 * 5 * 7 * 7 * 11 * 599,25,49,6589,1.0,1.0,54.45454545454545,C,3.366869432803848,40.0,1.1711340206185568
782969005,13 * 5 * 41 * 7 * 19 * 47 * 47,205,133,2209,8.2,2.7142857142857144,18.25619834710744,A+B+C,2.9859978256127633,28.0,1.349343339587242
783007225,13 * 5 * 5 * 7 * 67 * 11 * 467,25,469,5137,1.0,9.571428571428571,42.45454545454545,B+C,3.19709115883551,10.0,1.2615384615384615
783028225,37 * 5 * 5 * 7 * 31 * 47 * 83,25,217,3901,1.0,4.428571428571429,32.239669421487605,B+C,3.6199450849684505,10.0,0.9621621621621622
783060817,457 * 17 * 17 * 7 * 7 * 11 * 11,289,49,121,11.56,1.0,1.0,A,4.034210148826191,92.0,0.6543956751190629
