n,e,a,b,c,abc_state,t_abc
515408725,13,5,19,23,5·5 | 19·19 | 23·191,2185
515408725,13,5,19,191,5·5 | 19·19 | 23·191,18145
515408725,13,5,19,23,5·5 | 19·19 | 23·191,2185
515408725,13,5,19,191,5·5 | 19·19 | 23·191,18145
515408725,13,5,19,23,5·5 | 19·19 | 23·191,2185
515408725,13,5,19,191,5·5 | 19·19 | 23·191,18145
515439085,97,5,7,23,5·41 | 7·7 | 23·23,805
515439085,97,5,7,23,5·41 | 7·7 | 23·23,805
515439085,97,5,7,23,5·41 | 7·7 | 23·23,805
515439085,97,5,7,23,5·41 | 7·7 | 23·23,805
515439085,97,41,7,23,5·41 | 7·7 | 23·23,6601
515439085,97,41,7,23,5·41 | 7·7 | 23·23,6601
515439085,97,41,7,23,5·41 | 7·7 | 23·23,6601
515439085,97,41,7,23,5·41 | 7·7 | 23·23,6601
515439925,13,5,7,11,5·5 | 7·43 | 11·479,385
515439925,13,5,7,479,5·5 | 7·43 | 11·479,16765
515439925,13,5,43,11,5·5 | 7·43 | 11·479,2365
515439925,13,5,43,479,5·5 | 7·43 | 11·479,102985
515439925,13,5,7,11,5·5 | 7·43 | 11·479,385
515439925,13,5,7,479,5·5 | 7·43 | 11·479,16765
515439925,13,5,43,11,5·5 | 7·43 | 11·479,2365
515439925,13,5,43,479,5·5 | 7·43 | 11·479,102985
515670925,613,5,7,11,5·5 | 7·19 | 11·23,385
515670925,613,5,7,23,5·5 | 7·19 | 11·23,805
515670925,613,5,19,11,5·5 | 7·19 | 11·23,1045
515670925,613,5,19,23,5·5 | 7·19 | 11·23,2185
515670925,613,5,7,11,5·5 | 7·19 | 11·23,385
515670925,613,5,7,23,5·5 | 7·19 | 11·23,805
515670925,613,5,19,11,5·5 | 7·19 | 11·23,1045
515670925,613,5,19,23,5·5 | 7·19 | 11·23,2185
515680165,13,5,7,11,5·41 | 7·7 | 11·359,385
515680165,13,5,7,359,5·41 | 7·7 | 11·359,12565
515680165,13,5,7,11,5·41 | 7·7 | 11·359,385
515680165,13,5,7,359,5·41 | 7·7 | 11·359,12565
515680165,13,41,7,11,5·41 | 7·7 | 11·359,3157
515680165,13,41,7,359,5·41 | 7·7 | 11·359,103033
515680165,13,41,7,11,5·41 | 7·7 | 11·359,3157
515680165,13,41,7,359,5·41 | 7·7 | 11·359,103033
515777185,157,5,7,11,5·53 | 7·7 | 11·23,385
515777185,157,5,7,23,5·53 | 7·7 | 11·23,805
515777185,157,5,7,11,5·53 | 7·7 | 11·23,385
515777185,157,5,7,23,5·53 | 7·7 | 11·23,805
515777185,157,53,7,11,5·53 | 7·7 | 11·23,4081
515777185,157,53,7,23,5·53 | 7·7 | 11·23,8533
515777185,157,53,7,11,5·53 | 7·7 | 11·23,4081
515777185,157,53,7,23,5·53 | 7·7 | 11·23,8533
516250525,73,5,7,23,5·5 | 7·7 | 23·251,805
516250525,73,5,7,251,5·5 | 7·7 | 23·251,8785
516250525,73,5,7,23,5·5 | 7·7 | 23·251,805
516250525,73,5,7,251,5·5 | 7·7 | 23·251,8785
516250525,73,5,7,23,5·5 | 7·7 | 23·251,805
516250525,73,5,7,251,5·5 | 7·7 | 23·251,8785
516250525,73,5,7,23,5·5 | 7·7 | 23·251,805
516250525,73,5,7,251,5·5 | 7·7 | 23·251,8785
516297925,13,5,19,11,5·5 | 19·691 | 11·11,1045
516297925,13,5,19,11,5·5 | 19·691 | 11·11,1045
516297925,13,5,691,11,5·5 | 19·691 | 11·11,38005
516297925,13,5,691,11,5·5 | 19·691 | 11·11,38005
516297925,13,5,19,11,5·5 | 19·691 | 11·11,1045
516297925,13,5,19,11,5·5 | 19·691 | 11·11,1045
516297925,13,5,691,11,5·5 | 19·691 | 11·11,38005
516297925,13,5,691,11,5·5 | 19·691 | 11·11,38005
516340825,13,5,7,11,5·5 | 7·439 | 11·47,385
516340825,13,5,7,47,5·5 | 7·439 | 11·47,1645
516340825,13,5,439,11,5·5 | 7·439 | 11·47,24145
516340825,13,5,439,47,5·5 | 7·439 | 11·47,103165
516340825,13,5,7,11,5·5 | 7·439 | 11·47,385
516340825,13,5,7,47,5·5 | 7·439 | 11·47,1645
516340825,13,5,439,11,5·5 | 7·439 | 11·47,24145
516340825,13,5,439,47,5·5 | 7·439 | 11·47,103165
516395425,13,5,7,23,5·5 | 7·139 | 23·71,805
516395425,13,5,7,71,5·5 | 7·139 | 23·71,2485
516395425,13,5,139,23,5·5 | 7·139 | 23·71,15985
516395425,13,5,139,71,5·5 | 7·139 | 23·71,49345
516395425,13,5,7,23,5·5 | 7·139 | 23·71,805
516395425,13,5,7,71,5·5 | 7·139 | 23·71,2485
516395425,13,5,139,23,5·5 | 7·139 | 23·71,15985
516395425,13,5,139,71,5·5 | 7·139 | 23·71,49345
516448933,13,17,7,11,17·89 | 7·31 | 11·11,1309
516448933,13,17,7,11,17·89 | 7·31 | 11·11,1309
516448933,13,17,31,11,17·89 | 7·31 | 11·11,5797
516448933,13,17,31,11,17·89 | 7·31 | 11·11,5797
516448933,13,89,7,11,17·89 | 7·31 | 11·11,6853
516448933,13,89,7,11,17·89 | 7·31 | 11·11,6853
516448933,13,89,31,11,17·89 | 7·31 | 11·11,30349
516448933,13,89,31,11,17·89 | 7·31 | 11·11,30349
516521005,13,5,7,11,5·641 | 7·7 | 11·23,385
516521005,13,5,7,23,5·641 | 7·7 | 11·23,805
516521005,13,5,7,11,5·641 | 7·7 | 11·23,385
516521005,13,5,7,23,5·641 | 7·7 | 11·23,805
516521005,13,641,7,11,5·641 | 7·7 | 11·23,49357
516521005,13,641,7,23,5·641 | 7·7 | 11·23,103201
516521005,13,641,7,11,5·641 | 7·7 | 11·23,49357
516521005,13,641,7,23,5·641 | 7·7 | 11·23,103201
516555325,13,5,31,11,5·5 | 31·79 | 11·59,1705
516555325,13,5,31,59,5·5 | 31·79 | 11·59,9145
516555325,13,5,79,11,5·5 | 31·79 | 11·59,4345
516555325,13,5,79,59,5·5 | 31·79 | 11·59,23305
516555325,13,5,31,11,5·5 | 31·79 | 11·59,1705
516555325,13,5,31,59,5·5 | 31·79 | 11·59,9145
516555325,13,5,79,11,5·5 | 31·79 | 11·59,4345
516555325,13,5,79,59,5·5 | 31·79 | 11·59,23305
516682705,601,5,7,11,5·29 | 7·7 | 11·11,385
516682705,601,5,7,11,5·29 | 7·7 | 11·11,385
516682705,601,5,7,11,5·29 | 7·7 | 11·11,385
516682705,601,5,7,11,5·29 | 7·7 | 11·11,385
516682705,601,29,7,11,5·29 | 7·7 | 11·11,2233
516682705,601,29,7,11,5·29 | 7·7 | 11·11,2233
516682705,601,29,7,11,5·29 | 7·7 | 11·11,2233
516682705,601,29,7,11,5·29 | 7·7 | 11·11,2233
516772165,13,5,7,23,5·113 | 7·19 | 23·23,805
516772165,13,5,7,23,5·113 | 7·19 | 23·23,805
516772165,13,5,19,23,5·113 | 7·19 | 23·23,2185
516772165,13,5,19,23,5·113 | 7·19 | 23·23,2185
516772165,13,113,7,23,5·113 | 7·19 | 23·23,18193
516772165,13,113,7,23,5·113 | 7·19 | 23·23,18193
516772165,13,113,19,23,5·113 | 7·19 | 23·23,49381
516772165,13,113,19,23,5·113 | 7·19 | 23·23,49381
516915685,13,5,43,11,5·17 | 43·43 | 11·23,2365
516915685,13,5,43,23,5·17 | 43·43 | 11·23,4945
516915685,13,5,43,11,5·17 | 43·43 | 11·23,2365
516915685,13,5,43,23,5·17 | 43·43 | 11·23,4945
516915685,13,17,43,11,5·17 | 43·43 | 11·23,8041
516915685,13,17,43,23,5·17 | 43·43 | 11·23,16813
516915685,13,17,43,11,5·17 | 43·43 | 11·23,8041
516915685,13,17,43,23,5·17 | 43·43 | 11·23,16813
517061545,13,5,7,11,5·17 | 7·103 | 11·59,385
517061545,13,5,7,59,5·17 | 7·103 | 11·59,2065
517061545,13,5,103,11,5·17 | 7·103 | 11·59,5665
517061545,13,5,103,59,5·17 | 7·103 | 11·59,30385
517061545,13,17,7,11,5·17 | 7·103 | 11·59,1309
517061545,13,17,7,59,5·17 | 7·103 | 11·59,7021
517061545,13,17,103,11,5·17 | 7·103 | 11·59,19261
517061545,13,17,103,59,5·17 | 7·103 | 11·59,103309
517113025,13,5,19,11,5·5 | 19·331 | 11·23,1045
517113025,13,5,19,23,5·5 | 19·331 | 11·23,2185
517113025,13,5,331,11,5·5 | 19·331 | 11·23,18205
517113025,13,5,331,23,5·5 | 19·331 | 11·23,38065
517113025,13,5,19,11,5·5 | 19·331 | 11·23,1045
517113025,13,5,19,23,5·5 | 19·331 | 11·23,2185
517113025,13,5,331,11,5·5 | 19·331 | 11·23,18205
517113025,13,5,331,23,5·5 | 19·331 | 11·23,38065
517216525,37,5,7,23,5·5 | 7·151 | 23·23,805
517216525,37,5,7,23,5·5 | 7·151 | 23·23,805
517216525,37,5,151,23,5·5 | 7·151 | 23·23,17365
517216525,37,5,151,23,5·5 | 7·151 | 23·23,17365
517216525,37,5,7,23,5·5 | 7·151 | 23·23,805
517216525,37,5,7,23,5·5 | 7·151 | 23·23,805
517216525,37,5,151,23,5·5 | 7·151 | 23·23,17365
517216525,37,5,151,23,5·5 | 7·151 | 23·23,17365
517241725,13,5,7,11,5·5 | 7·1879 | 11·11,385
517241725,13,5,7,11,5·5 | 7·1879 | 11·11,385
517241725,13,5,1879,11,5·5 | 7·1879 | 11·11,103345
517241725,13,5,1879,11,5·5 | 7·1879 | 11·11,103345
517241725,13,5,7,11,5·5 | 7·1879 | 11·11,385
517241725,13,5,7,11,5·5 | 7·1879 | 11·11,385
517241725,13,5,1879,11,5·5 | 7·1879 | 11·11,103345
517241725,13,5,1879,11,5·5 | 7·1879 | 11·11,103345
517264825,1669,5,7,11,5·5 | 7·7 | 11·23,385
517264825,1669,5,7,23,5·5 | 7·7 | 11·23,805
517264825,1669,5,7,11,5·5 | 7·7 | 11·23,385
517264825,1669,5,7,23,5·5 | 7·7 | 11·23,805
517264825,1669,5,7,11,5·5 | 7·7 | 11·23,385
517264825,1669,5,7,23,5·5 | 7·7 | 11·23,805
517264825,1669,5,7,11,5·5 | 7·7 | 11·23,385
517264825,1669,5,7,23,5·5 | 7·7 | 11·23,805
517588225,541,5,7,11,5·5 | 7·7 | 11·71,385
517588225,541,5,7,71,5·5 | 7·7 | 11·71,2485
517588225,541,5,7,11,5·5 | 7·7 | 11·71,385
517588225,541,5,7,71,5·5 | 7·7 | 11·71,2485
517588225,541,5,7,11,5·5 | 7·7 | 11·71,385
517588225,541,5,7,71,5·5 | 7·7 | 11·71,2485
517588225,541,5,7,11,5·5 | 7·7 | 11·71,385
517588225,541,5,7,71,5·5 | 7·7 | 11·71,2485
517620565,37,5,7,11,5·29 | 7·7 | 11·179,385
517620565,37,5,7,179,5·29 | 7·7 | 11·179,6265
517620565,37,5,7,11,5·29 | 7·7 | 11·179,385
517620565,37,5,7,179,5·29 | 7·7 | 11·179,6265
517620565,37,29,7,11,5·29 | 7·7 | 11·179,2233
517620565,37,29,7,179,5·29 | 7·7 | 11·179,36337
517620565,37,29,7,11,5·29 | 7·7 | 11·179,2233
517620565,37,29,7,179,5·29 | 7·7 | 11·179,36337
517623925,13,5,7,47,5·5 | 7·103 | 47·47,1645
517623925,13,5,7,47,5·5 | 7·103 | 47·47,1645
517623925,13,5,103,47,5·5 | 7·103 | 47·47,24205
517623925,13,5,103,47,5·5 | 7·103 | 47·47,24205
517623925,13,5,7,47,5·5 | 7·103 | 47·47,1645
517623925,13,5,7,47,5·5 | 7·103 | 47·47,1645
517623925,13,5,103,47,5·5 | 7·103 | 47·47,24205
517623925,13,5,103,47,5·5 | 7·103 | 47·47,24205
517689865,181,5,7,11,5·17 | 7·19 | 11·23,385
517689865,181,5,7,23,5·17 | 7·19 | 11·23,805
517689865,181,5,19,11,5·17 | 7·19 | 11·23,1045
517689865,181,5,19,23,5·17 | 7·19 | 11·23,2185
517689865,181,17,7,11,5·17 | 7·19 | 11·23,1309
517689865,181,17,7,23,5·17 | 7·19 | 11·23,2737
517689865,181,17,19,11,5·17 | 7·19 | 11·23,3553
517689865,181,17,19,23,5·17 | 7·19 | 11·23,7429
517927501,13,29,7,23,29·53 | 7·7 | 23·23,4669
517927501,13,29,7,23,29·53 | 7·7 | 23·23,4669
517927501,13,29,7,23,29·53 | 7·7 | 23·23,4669
517927501,13,29,7,23,29·53 | 7·7 | 23·23,4669
517927501,13,53,7,23,29·53 | 7·7 | 23·23,8533
517927501,13,53,7,23,29·53 | 7·7 | 23·23,8533
517927501,13,53,7,23,29·53 | 7·7 | 23·23,8533
517927501,13,53,7,23,29·53 | 7·7 | 23·23,8533
517953205,157,5,7,11,5·41 | 7·19 | 11·11,385
517953205,157,5,7,11,5·41 | 7·19 | 11·11,385
517953205,157,5,19,11,5·41 | 7·19 | 11·11,1045
517953205,157,5,19,11,5·41 | 7·19 | 11·11,1045
517953205,157,41,7,11,5·41 | 7·19 | 11·11,3157
517953205,157,41,7,11,5·41 | 7·19 | 11·11,3157
517953205,157,41,19,11,5·41 | 7·19 | 11·11,8569
517953205,157,41,19,11,5·41 | 7·19 | 11·11,8569
518008645,61,5,7,11,5·137 | 7·7 | 11·23,385
518008645,61,5,7,23,5·137 | 7·7 | 11·23,805
518008645,61,5,7,11,5·137 | 7·7 | 11·23,385
518008645,61,5,7,23,5·137 | 7·7 | 11·23,805
518008645,61,137,7,11,5·137 | 7·7 | 11·23,10549
518008645,61,137,7,23,5·137 | 7·7 | 11·23,22057
518008645,61,137,7,11,5·137 | 7·7 | 11·23,10549
518008645,61,137,7,23,5·137 | 7·7 | 11·23,22057
518022505,13,5,7,11,5·29 | 7·43 | 11·83,385
518022505,13,5,7,83,5·29 | 7·43 | 11·83,2905
518022505,13,5,43,11,5·29 | 7·43 | 11·83,2365
518022505,13,5,43,83,5·29 | 7·43 | 11·83,17845
518022505,13,29,7,11,5·29 | 7·43 | 11·83,2233
518022505,13,29,7,83,5·29 | 7·43 | 11·83,16849
518022505,13,29,43,11,5·29 | 7·43 | 11·83,13717
518022505,13,29,43,83,5·29 | 7·43 | 11·83,103501
518176813,97,17,7,11,17·53 | 7·7 | 11·11,1309
518176813,97,17,7,11,17·53 | 7·7 | 11·11,1309
518176813,97,17,7,11,17·53 | 7·7 | 11·11,1309
518176813,97,17,7,11,17·53 | 7·7 | 11·11,1309
518176813,97,53,7,11,17·53 | 7·7 | 11·11,4081
518176813,97,53,7,11,17·53 | 7·7 | 11·11,4081
518176813,97,53,7,11,17·53 | 7·7 | 11·11,4081
518176813,97,53,7,11,17·53 | 7·7 | 11·11,4081
518304325,37,5,7,11,5·5 | 7·19 | 11·383,385
518304325,37,5,7,383,5·5 | 7·19 | 11·383,13405
518304325,37,5,19,11,5·5 | 7·19 | 11·383,1045
518304325,37,5,19,383,5·5 | 7·19 | 11·383,36385
518304325,37,5,7,11,5·5 | 7·19 | 11·383,385
518304325,37,5,7,383,5·5 | 7·19 | 11·383,13405
518304325,37,5,19,11,5·5 | 7·19 | 11·383,1045
518304325,37,5,19,383,5·5 | 7·19 | 11·383,36385
518623105,13,5,7,11,5·113 | 7·7 | 11·131,385
518623105,13,5,7,131,5·113 | 7·7 | 11·131,4585
518623105,13,5,7,11,5·113 | 7·7 | 11·131,385
518623105,13,5,7,131,5·113 | 7·7 | 11·131,4585
518623105,13,113,7,11,5·113 | 7·7 | 11·131,8701
518623105,13,113,7,131,5·113 | 7·7 | 11·131,103621
518623105,13,113,7,11,5·113 | 7·7 | 11·131,8701
518623105,13,113,7,131,5·113 | 7·7 | 11·131,103621
518695177,13,17,7,11,17·17 | 7·163 | 11·11,1309
518695177,13,17,7,11,17·17 | 7·163 | 11·11,1309
518695177,13,17,163,11,17·17 | 7·163 | 11·11,30481
518695177,13,17,163,11,17·17 | 7·163 | 11·11,30481
518695177,13,17,7,11,17·17 | 7·163 | 11·11,1309
518695177,13,17,7,11,17·17 | 7·163 | 11·11,1309
518695177,13,17,163,11,17·17 | 7·163 | 11·11,30481
518695177,13,17,163,11,17·17 | 7·163 | 11·11,30481
518743225,13,5,7,11,5·5 | 7·19 | 11·1091,385
518743225,13,5,7,1091,5·5 | 7·19 | 11·1091,38185
518743225,13,5,19,11,5·5 | 7·19 | 11·1091,1045
518743225,13,5,19,1091,5·5 | 7·19 | 11·1091,103645
518743225,13,5,7,11,5·5 | 7·19 | 11·1091,385
518743225,13,5,7,1091,5·5 | 7·19 | 11·1091,38185
518743225,13,5,19,11,5·5 | 7·19 | 11·1091,1045
518743225,13,5,19,1091,5·5 | 7·19 | 11·1091,103645
518907025,13,5,7,23,5·5 | 7·211 | 23·47,805
518907025,13,5,7,47,5·5 | 7·211 | 23·47,1645
518907025,13,5,211,23,5·5 | 7·211 | 23·47,24265
518907025,13,5,211,47,5·5 | 7·211 | 23·47,49585
518907025,13,5,7,23,5·5 | 7·211 | 23·47,805
518907025,13,5,7,47,5·5 | 7·211 | 23·47,1645
518907025,13,5,211,23,5·5 | 7·211 | 23·47,24265
518907025,13,5,211,47,5·5 | 7·211 | 23·47,49585
518925925,37,5,7,107,5·5 | 7·7 | 107·107,3745
518925925,37,5,7,107,5·5 | 7·7 | 107·107,3745
518925925,37,5,7,107,5·5 | 7·7 | 107·107,3745
518925925,37,5,7,107,5·5 | 7·7 | 107·107,3745
518925925,37,5,7,107,5·5 | 7·7 | 107·107,3745
518925925,37,5,7,107,5·5 | 7·7 | 107·107,3745
518925925,37,5,7,107,5·5 | 7·7 | 107·107,3745
518925925,37,5,7,107,5·5 | 7·7 | 107·107,3745
518946505,241,5,7,11,5·17 | 7·7 | 11·47,385
518946505,241,5,7,47,5·17 | 7·7 | 11·47,1645
518946505,241,5,7,11,5·17 | 7·7 | 11·47,385
518946505,241,5,7,47,5·17 | 7·7 | 11·47,1645
518946505,241,17,7,11,5·17 | 7·7 | 11·47,1309
518946505,241,17,7,47,5·17 | 7·7 | 11·47,5593
518946505,241,17,7,11,5·17 | 7·7 | 11·47,1309
518946505,241,17,7,47,5·17 | 7·7 | 11·47,5593
519020425,193,5,7,11,5·5 | 7·127 | 11·11,385
519020425,193,5,7,11,5·5 | 7·127 | 11·11,385
519020425,193,5,127,11,5·5 | 7·127 | 11·11,6985
519020425,193,5,127,11,5·5 | 7·127 | 11·11,6985
519020425,193,5,7,11,5·5 | 7·127 | 11·11,385
519020425,193,5,7,11,5·5 | 7·127 | 11·11,385
519020425,193,5,127,11,5·5 | 7·127 | 11·11,6985
519020425,193,5,127,11,5·5 | 7·127 | 11·11,6985
519043525,13,5,7,11,5·5 | 7·7 | 11·2963,385
519043525,13,5,7,2963,5·5 | 7·7 | 11·2963,103705
519043525,13,5,7,11,5·5 | 7·7 | 11·2963,385
519043525,13,5,7,2963,5·5 | 7·7 | 11·2963,103705
519043525,13,5,7,11,5·5 | 7·7 | 11·2963,385
519043525,13,5,7,2963,5·5 | 7·7 | 11·2963,103705
519043525,13,5,7,11,5·5 | 7·7 | 11·2963,385
519043525,13,5,7,2963,5·5 | 7·7 | 11·2963,103705
519129325,13,5,43,11,5·5 | 43·307 | 11·11,2365
519129325,13,5,43,11,5·5 | 43·307 | 11·11,2365
519129325,13,5,307,11,5·5 | 43·307 | 11·11,16885
519129325,13,5,307,11,5·5 | 43·307 | 11·11,16885
519129325,13,5,43,11,5·5 | 43·307 | 11·11,2365
519129325,13,5,43,11,5·5 | 43·307 | 11·11,2365
519129325,13,5,307,11,5·5 | 43·307 | 11·11,16885
519129325,13,5,307,11,5·5 | 43·307 | 11·11,16885
519361045,37,5,7,23,5·53 | 7·7 | 23·47,805
519361045,37,5,7,47,5·53 | 7·7 | 23·47,1645
519361045,37,5,7,23,5·53 | 7·7 | 23·47,805
519361045,37,5,7,47,5·53 | 7·7 | 23·47,1645
519361045,37,53,7,23,5·53 | 7·7 | 23·47,8533
519361045,37,53,7,47,5·53 | 7·7 | 23·47,17437
519361045,37,53,7,23,5·53 | 7·7 | 23·47,8533
519361045,37,53,7,47,5·53 | 7·7 | 23·47,17437
519438325,181,5,7,23,5·5 | 7·31 | 23·23,805
519438325,181,5,7,23,5·5 | 7·31 | 23·23,805
519438325,181,5,31,23,5·5 | 7·31 | 23·23,3565
519438325,181,5,31,23,5·5 | 7·31 | 23·23,3565
519438325,181,5,7,23,5·5 | 7·31 | 23·23,805
519438325,181,5,7,23,5·5 | 7·31 | 23·23,805
519438325,181,5,31,23,5·5 | 7·31 | 23·23,3565
519438325,181,5,31,23,5·5 | 7·31 | 23·23,3565
519660505,13,5,7,23,5·17 | 7·127 | 23·23,805
519660505,13,5,7,23,5·17 | 7·127 | 23·23,805
519660505,13,5,127,23,5·17 | 7·127 | 23·23,14605
519660505,13,5,127,23,5·17 | 7·127 | 23·23,14605
519660505,13,17,7,23,5·17 | 7·127 | 23·23,2737
519660505,13,17,7,23,5·17 | 7·127 | 23·23,2737
519660505,13,17,127,23,5·17 | 7·127 | 23·23,49657
519660505,13,17,127,23,5·17 | 7·127 | 23·23,49657
519944425,13,5,7,11,5·5 | 7·79 | 11·263,385
519944425,13,5,7,263,5·5 | 7·79 | 11·263,9205
519944425,13,5,79,11,5·5 | 7·79 | 11·263,4345
519944425,13,5,79,263,5·5 | 7·79 | 11·263,103885
519944425,13,5,7,11,5·5 | 7·79 | 11·263,385
519944425,13,5,7,263,5·5 | 7·79 | 11·263,9205
519944425,13,5,79,11,5·5 | 7·79 | 11·263,4345
519944425,13,5,79,263,5·5 | 7·79 | 11·263,103885
520059925,241,5,7,11,5·5 | 7·19 | 11·59,385
520059925,241,5,7,59,5·5 | 7·19 | 11·59,2065
520059925,241,5,19,11,5·5 | 7·19 | 11·59,1045
520059925,241,5,19,59,5·5 | 7·19 | 11·59,5605
520059925,241,5,7,11,5·5 | 7·19 | 11·59,385
520059925,241,5,7,59,5·5 | 7·19 | 11·59,2065
520059925,241,5,19,11,5·5 | 7·19 | 11·59,1045
520059925,241,5,19,59,5·5 | 7·19 | 11·59,5605
520112593,13,29,7,11,29·41 | 7·19 | 11·23,2233
520112593,13,29,7,23,29·41 | 7·19 | 11·23,4669
520112593,13,29,19,11,29·41 | 7·19 | 11·23,6061
520112593,13,29,19,23,29·41 | 7·19 | 11·23,12673
520112593,13,41,7,11,29·41 | 7·19 | 11·23,3157
520112593,13,41,7,23,29·41 | 7·19 | 11·23,6601
520112593,13,41,19,11,29·41 | 7·19 | 11·23,8569
520112593,13,41,19,23,29·41 | 7·19 | 11·23,17917
520307725,313,5,7,23,5·5 | 7·7 | 23·59,805
520307725,313,5,7,59,5·5 | 7·7 | 23·59,2065
520307725,313,5,7,23,5·5 | 7·7 | 23·59,805
520307725,313,5,7,59,5·5 | 7·7 | 23·59,2065
520307725,313,5,7,23,5·5 | 7·7 | 23·59,805
520307725,313,5,7,59,5·5 | 7·7 | 23·59,2065
520307725,313,5,7,23,5·5 | 7·7 | 23·59,805
520307725,313,5,7,59,5·5 | 7·7 | 23·59,2065
520373425,13,5,19,11,5·5 | 19·163 | 11·47,1045
520373425,13,5,19,47,5·5 | 19·163 | 11·47,4465
520373425,13,5,163,11,5·5 | 19·163 | 11·47,8965
520373425,13,5,163,47,5·5 | 19·163 | 11·47,38305
520373425,13,5,19,11,5·5 | 19·163 | 11·47,1045
520373425,13,5,19,47,5·5 | 19·163 | 11·47,4465
520373425,13,5,163,11,5·5 | 19·163 | 11·47,8965
520373425,13,5,163,47,5·5 | 19·163 | 11·47,38305
520390525,109,5,19,23,5·5 | 19·19 | 23·23,2185
520390525,109,5,19,23,5·5 | 19·19 | 23·23,2185
520390525,109,5,19,23,5·5 | 19·19 | 23·23,2185
520390525,109,5,19,23,5·5 | 19·19 | 23·23,2185
520390525,109,5,19,23,5·5 | 19·19 | 23·23,2185
520390525,109,5,19,23,5·5 | 19·19 | 23·23,2185
520390525,109,5,19,23,5·5 | 19·19 | 23·23,2185
520390525,109,5,19,23,5·5 | 19·19 | 23·23,2185
520595845,1033,5,7,11,5·17 | 7·7 | 11·11,385
520595845,1033,5,7,11,5·17 | 7·7 | 11·11,385
520595845,1033,5,7,11,5·17 | 7·7 | 11·11,385
520595845,1033,5,7,11,5·17 | 7·7 | 11·11,385
520595845,1033,17,7,11,5·17 | 7·7 | 11·11,1309
520595845,1033,17,7,11,5·17 | 7·7 | 11·11,1309
520595845,1033,17,7,11,5·17 | 7·7 | 11·11,1309
520595845,1033,17,7,11,5·17 | 7·7 | 11·11,1309
520605085,13,5,7,11,5·41 | 7·43 | 11·59,385
520605085,13,5,7,59,5·41 | 7·43 | 11·59,2065
520605085,13,5,43,11,5·41 | 7·43 | 11·59,2365
520605085,13,5,43,59,5·41 | 7·43 | 11·59,12685
520605085,13,41,7,11,5·41 | 7·43 | 11·59,3157
520605085,13,41,7,59,5·41 | 7·43 | 11·59,16933
520605085,13,41,43,11,5·41 | 7·43 | 11·59,19393
520605085,13,41,43,59,5·41 | 7·43 | 11·59,104017
520725205,13,5,7,11,5·89 | 7·7 | 11·167,385
520725205,13,5,7,167,5·89 | 7·7 | 11·167,5845
520725205,13,5,7,11,5·89 | 7·7 | 11·167,385
520725205,13,5,7,167,5·89 | 7·7 | 11·167,5845
520725205,13,89,7,11,5·89 | 7·7 | 11·167,6853
520725205,13,89,7,167,5·89 | 7·7 | 11·167,104041
520725205,13,89,7,11,5·89 | 7·7 | 11·167,6853
520725205,13,89,7,167,5·89 | 7·7 | 11·167,104041
520809289,13,29,7,11,29·233 | 7·7 | 11·11,2233
520809289,13,29,7,11,29·233 | 7·7 | 11·11,2233
520809289,13,29,7,11,29·233 | 7·7 | 11·11,2233
520809289,13,29,7,11,29·233 | 7·7 | 11·11,2233
520809289,13,233,7,11,29·233 | 7·7 | 11·11,17941
520809289,13,233,7,11,29·233 | 7·7 | 11·11,17941
520809289,13,233,7,11,29·233 | 7·7 | 11·11,17941
520809289,13,233,7,11,29·233 | 7·7 | 11·11,17941
520868425,37,5,7,11,5·5 | 7·103 | 11·71,385
520868425,37,5,7,71,5·5 | 7·103 | 11·71,2485
520868425,37,5,103,11,5·5 | 7·103 | 11·71,5665
520868425,37,5,103,71,5·5 | 7·103 | 11·71,36565
520868425,37,5,7,11,5·5 | 7·103 | 11·71,385
520868425,37,5,7,71,5·5 | 7·103 | 11·71,2485
520868425,37,5,103,11,5·5 | 7·103 | 11·71,5665
520868425,37,5,103,71,5·5 | 7·103 | 11·71,36565
520881025,109,5,7,47,5·5 | 7·7 | 47·83,1645
520881025,109,5,7,83,5·5 | 7·7 | 47·83,2905
520881025,109,5,7,47,5·5 | 7·7 | 47·83,1645
520881025,109,5,7,83,5·5 | 7·7 | 47·83,2905
520881025,109,5,7,47,5·5 | 7·7 | 47·83,1645
520881025,109,5,7,83,5·5 | 7·7 | 47·83,2905
520881025,109,5,7,47,5·5 | 7·7 | 47·83,1645
520881025,109,5,7,83,5·5 | 7·7 | 47·83,2905
521307325,3517,5,7,11,5·5 | 7·7 | 11·11,385
521307325,3517,5,7,11,5·5 | 7·7 | 11·11,385
521307325,3517,5,7,11,5·5 | 7·7 | 11·11,385
521307325,3517,5,7,11,5·5 | 7·7 | 11·11,385
521307325,3517,5,7,11,5·5 | 7·7 | 11·11,385
521307325,3517,5,7,11,5·5 | 7·7 | 11·11,385
521307325,3517,5,7,11,5·5 | 7·7 | 11·11,385
521307325,3517,5,7,11,5·5 | 7·7 | 11·11,385
521445925,13,5,7,11,5·5 | 7·67 | 11·311,385
521445925,13,5,7,311,5·5 | 7·67 | 11·311,10885
521445925,13,5,67,11,5·5 | 7·67 | 11·311,3685
521445925,13,5,67,311,5·5 | 7·67 | 11·311,104185
521445925,13,5,7,11,5·5 | 7·67 | 11·311,385
521445925,13,5,7,311,5·5 | 7·67 | 11·311,10885
