n,e(E),a(A),b(B),c(C),k_ABC,resid_E8_abs_base,resid_E8_rel_base,min_resid_E8_abs_over_units,min_resid_E8_rel_over_units,best_unit_abs_idx,best_unit_rel_idx,pol_E8_axial_mean_deg,pol_E8_axial_spread_1minusR,octo0_count_tol5deg,octo90_count_tol5deg,H_balance_alpha_min,H_balance_alpha_max,H_balance_alpha_range,H_balance_alpha_absmax,improve_abs,improve_rel,stability_score
8887957,13,17,307,131,1,0.6547426324082478,0.6063310608595879,0.054121236601153866,0.005709665052493881,9,9,44.89213039293655,0.5986818624274755,8,8,-0.0009944963790976841,0.0005896271782770241,0.0015841235573747082,0.0009944963790976841,0.600621395807094,0.600621395807094,2.8395668336104043
2870101,13,29,331,23,1,0.5331672292117459,0.558021169468405,0.030644791134638336,0.005790850877979425,8,8,44.88576793824437,0.6198502593281869,8,8,-0.0008370761915505483,0.007906212912921644,0.008743289104472193,0.007906212912921644,0.5025224380771075,0.5522303185904256,2.7425934438570154
5555665,73,5,31,491,1,0.4057583988417849,0.3871537337052949,0.01280228061724852,0.005802384519241564,9,9,42.69532483964599,0.5492087783451607,4,4,-0.001035658362348815,0.0014285364421107504,0.002464194804459565,0.0014285364421107504,0.39295611822453635,0.3813513491860533,1.6387180918588435
4835785,109,5,19,467,1,0.568794553376228,0.5591657702936219,0.003684831379991121,0.005943951702615169,8,8,39.92477231736979,0.5389881759193869,8,0,-0.0022781130290287525,0.004644472622714171,0.006922585651742924,0.004644472622714171,0.5651097219962369,0.5532218185910067,1.66979234502217
5267161,709,17,19,23,1,0.009100473798800237,0.006064574223855603,0.009091964087188072,0.006064574223855603,8,0,15.638598546200518,1.8180900223874197e-05,0,0,-0.04384379986527418,0.05827090346575219,0.10211470333102637,0.05827090346575219,8.509711612165322e-06,0.0,5213.519638433414
9637465,229,5,19,443,1,0.6063671304065563,0.5529083274885311,0.04731432510719358,0.006144477810831486,8,8,29.270019336775153,0.3328789729806978,4,0,-0.005830379949483849,0.012304822297451286,0.018135202246935135,0.012304822297451286,0.5590528052993627,0.5467638496776996,1.5020429000965847
8060005,109,5,643,23,1,0.03608125410624706,0.006200206163115708,0.03608125410624706,0.006200206163115708,0,0,41.8617684659851,0.5509895813495682,4,4,-0.004898009136332596,0.0030559464092809957,0.007953955545613591,0.004898009136332596,0.0,0.0,1.6334217506868918
8319685,457,5,331,11,1,0.09389466365484636,0.04962113970319506,0.023089607569169814,0.006212078188510588,8,9,11.757935114950483,0.05966906602778277,8,0,-0.010221328889982157,0.000247514363496866,0.010468843253479023,0.010221328889982157,0.07080505608567655,0.043409061514684474,15.082939569414155
7201765,97,5,31,479,1,0.4930427254291924,0.4578663760335241,0.02865897573941568,0.006517373656252437,8,11,41.6986347406726,0.5630079147117515,8,0,-0.0015255198856770067,0.0030919602834180676,0.004617480169095074,0.0030919602834180676,0.46438374968977675,0.45134900237727166,1.5985537288708487
3046765,37,5,43,383,1,0.5934915698167152,0.6143364942163477,0.014320869882068658,0.006524054517564073,8,8,43.791563731334406,0.6044063722357498,4,4,-0.001962735542688003,0.0015567254876335617,0.003519461030321565,0.001962735542688003,0.5791706999346465,0.6078124396987836,1.489061916420427
