n,epsilon,kappa,C_fam,K,K2,K3,rho_E,rho_A,rho_B,rho_C,mB,sB,fam_support
246,0.6745410412554548,0.3254589587445453,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,6,A
247,1.0,0.4655597319958416,0.69077303699139,0.69077303699139,5.490517771684595,3.8057369132574506,0.4655597319958416,0.0,0.5344402680041583,0.0,247,1,E·B
248,0.6228405884221776,0.37715941157782235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,8,B
249,0.8008841562794234,0.19911584372057667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83,3,C
250,0.8744630830732545,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,125,2,A
251,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,251,1,C
252,0.35191881806573455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,36,B
253,1.0,0.43335016949074373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,253,1,C
254,0.8748229478056855,0.12517705219431444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,127,2,B
255,0.8017397512832609,0.4887062632977126,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,3,A
256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,256,1
257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,257,1,A
258,0.6773325211850346,0.3226674788149654,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43,6,B
259,1.0,0.3501836168852349,0.6475602309926423,0.6475602309926423,5.191366226598033,3.598380863220549,0.6498163831147652,0.0,0.3501836168852349,0.0,259,1,E·B
260,0.7506970452349532,1.0,0.6667161941484542,0.5005018769575379,1.7292568865097695,1.8588666930712585,0.6144493051612968,0.38555069483870325,0.0,0.0,65,4,E·A
261,0.6051367563600347,0.3948632436399653,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,9,A
262,0.8755200616463719,0.12447993835362813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131,2,C
263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,263,1,C
264,0.430042532390642,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,24,C
265,1.0,0.2884436993595171,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,265,1,A
266,0.875857859981072,0.4726531878358297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,133,2,B
267,0.8033715061139473,0.19662849388605272,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89,3,A
268,0.7520483653508305,0.2479516346491694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67,4,B
269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,269,1,A
270,0.28748063726194156,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,54,A
271,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,271,1,B
272,0.5054073102385233,0.49459268976147663,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,16,A
273,0.8041504924561466,1.0,0.6837009379553649,0.549798445949536,2.2246926497623725,2.3329566233787675,0.5686165471914938,0.0,0.43138345280850626,0.0,91,3,E·B
274,0.876513208424532,0.12348679157546805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,137,2,A
275,1.0,1.0,0.6824265759401598,0.6824265759401598,5.529898952952259,3.833033868020251,0.0,0.5730829633070589,0.0,0.42691703669294107,275,1,A·C
276,0.5578773277640701,0.44212267223593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,12,C
277,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,277,1,E
278,0.8768312282300444,0.12316877176995558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,139,2,B
279,0.6098131872025693,0.3901868127974307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,9,B
280,0.6309637647321795,1.0,0.6886622640698201,0.43452093476648007,1.1143303560484823,1.0164011254874727,0.0,0.4526808302869428,0.5473191697130572,0.0,35,8,A·B
281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,281,1,A
282,0.6824195353274174,0.3175804646725825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47,6,C
283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,283,1,B
284,0.7545936124553575,0.2454063875446425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71,4,C
285,0.8056409745102961,0.47908985134466053,0.6495389792872432,0.5232952162553978,2.1336886529499273,2.244329043356073,0.0,0.35342148036602605,0.646578519633974,0.0,95,3,A·B
286,0.8774490480636902,1.0,0.6925805436149368,0.6077041387023594,3.128646627527615,2.957109380784509,0.5168304769853754,0.0,0.0,0.4831695230146247,143,2,E·C
287,1.0,0.34383183387990046,0.6435444541865178,0.6435444541865178,5.254480571611225,3.64212839351933,0.0,0.6561681661200994,0.34383183387990046,0.0,287,1,A·B
288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,288,1
289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,289,1,A
290,0.8777492525900218,0.40610819244218493,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145,2,A
291,0.8063547171681199,0.1936452828318801,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97,3,E
292,0.7557945245809385,0.24420547541906146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73,4,E
293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,293,1,A
294,0.6847480738240714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49,6,B
295,1.0,0.28300420022743805,0.5957683338486945,0.5957683338486945,4.8880236805524255,3.3881198326851605,0.0,0.28300420022743805,0.0,0.7169957997725619,295,1,A·C
296,0.6345676299764008,0.3654323700235992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,8,E
297,0.42114648429924373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,27,C
298,0.87833319179301,0.12166680820699005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,149,2,A
299,1.0,0.4499560998085411,0.6881300003382269,0.6881300003382269,5.659182274847522,3.9226462380853766,0.4499560998085411,0.0,0.0,0.5500439001914588,299,1,E·C
300,0.5643405650847897,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,12,A
301,1.0,0.3409624238512829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,301,1,B
302,0.878617277052848,0.121382722947152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,151,2,B
303,0.8077242450664142,0.19227575493358592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,3,A
304,0.5150296855203612,0.4849703144796387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,16,B
305,1.0,0.28135492876729556,0.5942284469708898,0.5942284469708898,4.903968563295258,3.399171983202714,0.7186450712327044,0.28135492876729556,0.0,0.0,305,1,E·A
306,0.4950067647443164,0.5049932352556836,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,18,A
307,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,307,1,B
308,0.7580680243581226,1.0,0.6877238766120716,0.5213414804472224,1.8561378981359553,2.033950971810924,0.0,0.0,0.4479735992007008,0.5520264007992992,77,4,B·C
309,0.808381843045883,0.191618156954117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103,3,B
310,0.8791704968375395,0.4013869212466589,0.6262013662895005,0.5505377663210862,2.8747172515450594,2.7241499874872632,0.0,0.31911605211206506,0.6808839478879348,0.0,155,2,A·B
311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,311,1,C
312,0.4466216147861602,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,24,E
313,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,313,1,E
314,0.8794399370057244,0.1205600629942756,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,157,2,E
315,0.6180448791716996,1.0,0.6886622640698201,0.42562418578714106,1.06334139530012,0.935288393483331,0.0,0.4526808302869428,0.5473191697130572,0.0,35,9,A·B
316,0.7591458564896415,0.24085414351035847,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79,4,B
317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,317,1,A
318,0.6890413933859203,0.3109586066140797,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,6,A
319,1.0,0.4159264159760602,0.6789430647399898,0.6789430647399898,5.647049610696569,3.9142365161364636,0.0,0.5840735840239398,0.0,0.4159264159760602,319,1,A·C
320,0.2790132368860356,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,64,A
321,0.8096467996069062,0.19035320039309372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107,3,C
322,0.8799651929516896,0.4570151134336191,0.6654885616623426,0.5856067705703457,3.078079971395481,2.9203349618671135,0.0,0.0,0.38294731323970577,0.6170526867602942,161,2,B·C
323,1.0,0.0,0.6929618684449177,0.6929618684449177,5.776107674406447,4.0036927491254914,0.0,0.49037449565257113,0.5096255043474288,0.0,323,1,A·B
324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,324,1
325,1.0,1.0,0.6867420713019425,0.6867420713019425,5.730379055358431,3.971996085761459,0.44346937824084953,0.5565306217591505,0.0,0.0,325,1,E·A
326,0.8802212766392199,0.11977872336078003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,163,2,B
327,0.8102556397209445,0.18974436027905542,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109,3,E
328,0.6410432147664402,0.35895678523355967,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,8,A
329,1.0,0.33572994485749474,0.6381624647883999,0.6381624647883999,5.336278649068896,3.698826500284339,0.0,0.0,0.33572994485749474,0.6642700551425053,329,1,B·C
330,0.6910276182861339,1.0,0.6736643248589924,0.46552065393164593,1.387318631348549,1.4925529715674442,0.0,0.4016231838083946,0.0,0.5983768161916053,55,6,A·C
331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,331,1,B
332,0.7611951541966236,0.23880484580337646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83,4,C
333,0.6216992642438396,0.3783007357561604,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,9,E
334,0.8807209838140776,0.11927901618592243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167,2,C
335,1.0,0.27681489151721794,0.5899198850438004,0.5899198850438004,4.948258192716214,3.4298712149638932,0.0,0.27681489151721794,0.7231851084827821,0.0,335,1,A·B
336,0.3345148640872151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,48,B
337,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,337,1,E
338,0.8809648433137673,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,169,2,E
339,0.8114294080982983,0.1885705919017018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113,3,A
340,0.7621706476499512,0.5139406798552707,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,4,A
341,1.0,0.4111700265118009,0.6772815670905863,0.6772815670905863,5.698395108686616,3.949826503302711,0.0,0.0,0.5888299734881991,0.4111700265118009,341,1,B·C
342,0.5046331598150083,0.4953668401849916,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,18,B
343,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,343,1,B
344,0.6439703608498756,0.3560296391501245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43,8,B
345,0.8119955612100528,0.46342596339465403,0.6404973632512694,0.5200810159267735,2.192259163896335,2.3354582428955286,0.0,0.33919092389405175,0.0,0.6608090761059482,115,3,A·C
346,0.8814411289968394,0.11855887100316063,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,173,2,A
347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,347,1,C
348,0.5753894950873674,0.42461050491263264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,12,A
349,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,349,1,E
350,0.8816737640596951,1.0,0.6624581610000766,0.584071980341001,3.114342205649568,2.9622736117082313,0.0,0.6232350848844427,0.37676491511555715,0.0,175,2,A·B
351,0.4376459505026469,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,27,E
352,0.4089437416830336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,32,C
353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,353,1,A
354,0.6947233210815047,0.3052766789184953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59,6,C
355,1.0,0.2740813400096797,0.5872761099275305,0.5872761099275305,4.9752124644776385,3.448554492439372,0.0,0.2740813400096797,0.0,0.7259186599903202,355,1,A·C
356,0.7640322201860517,0.23596777981394834,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89,4,A
357,0.8130892014449355,0.5179753821464929,0.6758115214904612,0.5494950503359659,2.3297986415103,2.4873318769375974,0.0,0.5928311641538279,0.40716883584617214,0.0,119,3,A·B
358,0.8821285107722523,0.11787148922774772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179,2,C
359,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,359,1,C
360,0.27343008275672354,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,72,A
361,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,361,1,B
362,0.8823508080870442,0.11764919191295578,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,181,2,E
363,0.8136177116565994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121,3,C
364,0.764921453257681,1.0,0.6837009379553649,0.5229775150544573,1.9162459463416701,2.136268120610542,0.5686165471914938,0.0,0.43138345280850626,0.0,91,4,E·B
365,1.0,0.27279083278573135,0.5860149496848378,0.5860149496848378,4.988014303127276,3.4574280508053516,0.7272091672142686,0.27279083278573135,0.0,0.0,365,1,E·A
366,0.6964474382833532,0.30355256171664685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61,6,E
367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,367,1,B
368,0.5307126268780717,0.4692873731219282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,16,C
369,0.6282692994434959,0.37173070055650426,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,9,A
370,0.8827856889733446,0.38937751292231193,0.6177340416317141,0.5453267715441414,2.935331723342394,2.7966108932883724,0.6916995763579099,0.3083004236420901,0.0,0.0,185,2,E·A
371,1.0,0.32891205007249136,0.6334054876372497,0.6334054876372497,5.406290262046709,3.7473548524263647,0.0,0.6710879499275086,0.32891205007249136,0.0,371,1,A·B
372,0.5801738110248384,0.4198261889751616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,12,B
373,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,373,1,E
374,0.8829984382405551,0.5217604639400126,0.6896806240842714,0.6089869139511831,3.2839558529777144,3.1297440754540453,0.0,0.5416085865484855,0.0,0.4583914134515144,187,2,A·C
375,0.8146404588391611,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,125,3,A
376,0.6493110245255479,0.35068897547445205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47,8,C
377,1.0,0.4323741309426475,0.6839725719023914,0.6839725719023914,5.8537250266770675,4.0574929980144,0.4323741309426475,0.5676258690573525,0.0,0.0,377,1,E·A
378,0.32787613138774163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,54,B
379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,379,1,B
380,0.7666238392563166,0.5043174928975372,0.6495389792872432,0.49795206604781556,1.8378593701054584,2.0574683236565043,0.0,0.35342148036602605,0.646578519633974,0.0,95,4,A·B
381,0.8151355582915523,0.18486444170844776,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,127,3,B
382,0.883414946361146,0.11658505363885395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191,2,C
383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,383,1,C
384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,384,1
385,1.0,1.0,1.085403275895584,1.085403275895584,9.322219001193337,6.461669817239511,0.0,0.270346401458936,0.32686554870818363,0.4027880498328803,385,1,A·B·C
386,0.8836188536453894,0.11638114635461057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,193,2,E
387,0.6312406901934076,0.3687593098065924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43,9,B
388,0.7674395035506708,0.23256049644932916,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97,4,E
389,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,389,1,A
390,0.699678947304734,1.0,0.6667161941484542,0.4664872848728091,1.4302467124896339,1.588536539333392,0.6144493051612968,0.38555069483870325,0.0,0.0,65,6,E·A
391,1.0,0.0,0.6918642104593025,0.6918642104593025,5.957659872634527,4.129535143451744,0.0,0.474677862097027,0.0,0.525322137902973,391,1,A·C
392,0.6517584394267987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49,8,B
393,0.8160951955205777,0.18390480447942226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131,3,C
394,0.8840183263868332,0.11598167361316675,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,197,2,A
395,1.0,0.26918693143164896,0.5824484656946702,0.5824484656946702,5.024030881171847,3.4823928403303634,0.0,0.26918693143164896,0.730813068568351,0.0,395,1,A·B
396,0.40089102478249217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,36,C
397,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,397,1,E
398,0.8842140252777302,0.1157859747222698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199,2,B
399,0.8165604664658815,0.5083556606555129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,133,3,B
400,0.5372435736804817,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,16,A
401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,401,1,A
402,0.7011967338772324,0.2988032661227676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67,6,B
403,1.0,0.4275673414738026,0.6826171880501417,0.6826171880501417,5.907803309391207,4.094977207207229,0.4275673414738026,0.0,0.5724326585261974,0.0,403,1,E·B
404,0.7690054113387919,0.23099458866120814,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,4,A
405,0.2680659869922801,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,81,A
406,0.8845976648156489,0.4393776488810805,0.6569243417287531,0.5811137386538124,3.1770756401085016,3.035029084940818,0.0,0.6337597005026616,0.3662402994973384,0.0,203,2,A·B
407,1.0,0.3990630426999616,0.6726299341036128,0.6726299341036128,5.830951535718805,4.041707616965172,0.6009369573000384,0.0,0.0,0.3990630426999616,407,1,E·C
408,0.47131715524473344,0.5286828447552666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,24,A
409,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,409,1,E
410,0.8847857258112753,0.38273353435958046,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,205,2,A
411,0.817463608269451,0.18253639173054917,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,137,3,A
412,0.7697576839210136,0.23024231607898632,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103,4,B
413,1.0,0.32305587772180383,0.6291514702535151,0.6291514702535151,5.467325000218609,3.789660909106431,0.0,0.0,0.32305587772180383,0.6769441222781961,413,1,B·C
414,0.5203391893462059,0.47966081065379407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,18,C
415,1.0,0.26698134584075395,0.5802332480370613,0.5802332480370613,5.046269715819767,3.4978076258655078,0.0,0.26698134584075395,0.0,0.7330186541592462,415,1,A·C
416,0.4253164021613055,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,32,E
417,0.8179021071009073,0.18209789289909267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,139,3,B
418,0.8851546163617325,0.5121451350510202,0.6879049299829808,0.6089022243924298,3.3451456054609587,3.1981987068325437,0.0,0.0,0.5511521444176823,0.4488478555823177,209,2,B·C
419,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,419,1,C
420,0.5886089629385043,1.0,0.6886622640698201,0.40535278106901923,0.9545740302665067,0.7371726061363896,0.0,0.4526808302869428,0.5473191697130572,0.0,35,12,A·B
421,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,421,1,E
422,0.8853355548008347,0.1146644451991653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,211,2,B
423,0.6366645689594814,0.36333543104051863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47,9,C
424,0.6562755108026315,0.3437244891973685,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,8,A
425,1.0,0.5318619298268307,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,425,1,A
426,0.7040585648393516,0.2959414351606483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71,6,C
427,1.0,0.3212777845148927,0.627828866460564,0.627828866460564,5.486026558385361,3.802623841421793,0.6787222154851072,0.0,0.3212777845148927,0.0,427,1,E·B
428,0.7712054506284421,0.22879454937155783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107,4,C
429,0.8187544177312404,1.0,0.6925805436149368,0.5670533797194335,2.4793937913194903,2.6762921357940668,0.5168304769853754,0.0,0.0,0.4831695230146247,143,3,E·C
430,0.885690677241194,0.3797273507800249,0.6105874081721778,0.5407915750589615,2.984896480450769,2.856017013365456,0.0,0.2996735032234504,0.7003264967765497,0.0,215,2,A·B
431,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,431,1,C
432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,432,1
433,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,433,1,E
434,0.8858649600430403,0.4345526061593717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,217,2,B
435,0.8191687711208044,0.4457441909060998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145,3,A
436,0.7719026053833691,0.2280973946166309,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109,4,E
437,1.0,0.0,0.6926533684012888,0.6926533684012888,6.075601726946023,4.21128620723777,0.0,0.0,0.48428804802355185,0.5157119519764481,437,1,B·C
438,0.7054102301100573,0.2945897698899426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73,6,E
439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,439,1,B
440,0.658367257706169,1.0,0.6736643248589924,0.44351853417189263,1.2286397269356484,1.2987518224551795,0.0,0.4016231838083946,0.0,0.5983768161916053,55,8,A·C
441,0.6391511932854698,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49,9,B
442,0.8862072043651277,0.5348761762404659,0.6919118541943787,0.6131772699726922,3.39979153935938,3.255456013119247,0.4751522877849482,0.5248477122150519,0.0,0.0,221,2,E·A
443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,443,1,C
444,0.592359224853327,0.4076407751466729,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,12,E
445,1.0,0.26392559978170255,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,445,1,A
446,0.8863752557838938,0.11362474421610627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,223,2,B
447,0.8199751347512171,0.18002486524878292,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,149,3,A
448,0.3187511968010641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,64,B
449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,449,1,A
450,0.5268858040635661,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,18,A
451,1.0,0.3923599914048628,0.6697920426289614,0.6697920426289614,5.905545470846324,4.093412192785683,0.0,0.6076400085951372,0.0,0.3923599914048628,451,1,A·C
452,0.7732472313178156,0.22675276868218436,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113,4,A
453,0.8203676150384452,0.17963238496155476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,151,3,B
454,0.8867054317506021,0.11329456824939785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227,2,C
455,1.0,1.0,1.0800477324035422,1.0800477324035422,9.5365220177817,6.610213348973226,0.4190890053021609,0.2629672714026316,0.3179437232952074,0.0,455,1,E·A·B
456,0.48092159040036214,0.5190784095996378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,24,B
457,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,457,1,E
458,0.8868676383107469,0.11313236168925314,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,229,2,E
459,0.4622597705931061,0.5377402294068939,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,27,A
460,0.7738960771555587,0.48860244825281757,0.6404973632512694,0.4956783968486363,1.888309262223456,2.1511986340355023,0.0,0.33919092389405175,0.0,0.6608090761059482,115,4,A·C
461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,461,1,A
462,0.707971555833035,1.0,0.6877238766120716,0.4868889429085745,1.5351884080649987,1.7551029358318448,0.0,0.0,0.4479735992007008,0.5520264007992992,77,6,B·C
463,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,463,1,B
464,0.5484298281741355,0.4515701718258645,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,16,A
465,0.8211322699421023,0.44090421830363996,0.6262013662895005,0.5141941493421435,2.2781595219375537,2.470247182807211,0.0,0.31911605211206506,0.6808839478879348,0.0,155,3,A·B
466,0.8871864846156159,0.1128135153843841,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,233,2,A
467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,467,1,C
468,0.4171688352308114,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,36,E
469,1.0,0.3163771458365332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,469,1,B
470,0.8873431993630141,0.374237791116128,0.6063861053233548,0.5380725867469033,3.0134532725965326,2.8903019773660725,0.0,0.29479122696485405,0.0,0.7052087730351458,235,2,A·C
